"id","state_id:id","code","street","street_type","district","city_id:id"
cep_29305770,"br_es","29305770","Aníbal Luzia de Oliveira","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305780,"br_es","29305780","Doutor Amílcar Figliuzzi","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306040,"br_es","29306040","Capitão Sabino","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305810,"br_es","29305810","Sidney Jorge Figueira","Rua","Clube do Bosque","l10n_br_data_base.city_3111"
cep_29306200,"br_es","29306200","Flávio Silva","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305760,"br_es","29305760","Luiz Gonzaga de Oliveira","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306001,"br_es","29306001","João Adão Peterle","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305730,"br_es","29305730","Artur Veronez","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306005,"br_es","29306005","Aymoré Toledo Barbosa","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306010,"br_es","29306010","João Valdino","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306016,"br_es","29306016","Idalgizo Simão","Praça","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306000,"br_es","29306000","Eurico Sartório","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306020,"br_es","29306020","Eugênio Caprini","Vila","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305740,"br_es","29305740","Francisco Penna","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306425,"br_es","29306425","Nilo Peçanha","Travessa","Independência","l10n_br_data_base.city_3111"
cep_29305720,"br_es","29305720","Adão Matielo","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305710,"br_es","29305710","Etelvino de Souza","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305230,"br_es","29305230","Professora Rosana Salles","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29305820,"br_es","29305820","Artur dos Santos Carvalho","Rua","Clube do Bosque","l10n_br_data_base.city_3111"
cep_29306085,"br_es","29306085","Victor José Sartório","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305690,"br_es","29305690","Ernesto Mello","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306170,"br_es","29306170","Jadyr Costa","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306150,"br_es","29306150","Newton Garcia de Mattos","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305750,"br_es","29305750","Presidente Getúlio Vargas","Praça","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306390,"br_es","29306390","Idelfonso Viana","Rua","Independência","l10n_br_data_base.city_3111"
cep_29309232,"br_es","29309232","André Caetano","Rua","Novo Parque","l10n_br_data_base.city_3111"
cep_29306470,"br_es","29306470","Coronel Monteiro","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306465,"br_es","29306465","Jacutinga","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306460,"br_es","29306460","Ary Lima","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306450,"br_es","29306450","Agripino de Oliveira","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306440,"br_es","29306440","Bernardino Monteiro","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306435,"br_es","29306435","Ângela Maria Mignone","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306430,"br_es","29306430","Seabra Muniz","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306340,"br_es","29306340","Padre Mello","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306420,"br_es","29306420","Ângelo Maria Mignone","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306027,"br_es","29306027","Lauro Pinheiro","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306400,"br_es","29306400","Novaes de Mello","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306025,"br_es","29306025","Cezarino Cricco","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306385,"br_es","29306385","Ubaldo Caetano Gonçalves","Avenida","Independência","l10n_br_data_base.city_3111"
cep_29306380,"br_es","29306380","República do Líbano","Praça","Independência","l10n_br_data_base.city_3111"
cep_29306375,"br_es","29306375","Nadir Machado de Souza","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306370,"br_es","29306370","Professor Domingos","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306365,"br_es","29306365","Newton Garcia de Mattos","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306360,"br_es","29306360","Felipe Moisés","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306355,"br_es","29306355","Mário Soares Reis","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306110,"br_es","29306110","Vila Camponesa","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305790,"br_es","29305790","São Luiz Gonzaga","Beco","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29306130,"br_es","29306130","Antenor dos Santos","Beco","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306180,"br_es","29306180","Mário Soares Reis","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29314898,"br_es","29314898","Principal","Avenida","São Joaquim","l10n_br_data_base.city_3111"
cep_29315030,"br_es","29315030","Edmar Silveira","Rua","União","l10n_br_data_base.city_3111"
cep_29304415,"br_es","29304415","da Paz","Rua","Alto Amarelo","l10n_br_data_base.city_3111"
cep_29315020,"br_es","29315020","Euclides Jordão","Rua","União","l10n_br_data_base.city_3111"
cep_29304417,"br_es","29304417","Olímpio de Souza","Rua","Alto Amarelo","l10n_br_data_base.city_3111"
cep_29315015,"br_es","29315015","José Nunes Sobrinho","Beco","União","l10n_br_data_base.city_3111"
cep_29315014,"br_es","29315014","Cinco","Rua","União","l10n_br_data_base.city_3111"
cep_29315010,"br_es","29315010","José Nunes Sobrinho","Rua","União","l10n_br_data_base.city_3111"
cep_29315003,"br_es","29315003","Etelvina dos Santos Monteiro","Rua","União","l10n_br_data_base.city_3111"
cep_29315002,"br_es","29315002","Nilton Monteiro dos Santos","Rua","União","l10n_br_data_base.city_3111"
cep_29306120,"br_es","29306120","Lívia Oliveira Depes","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29315000,"br_es","29315000","Paulino Monteiro","Rua","União","l10n_br_data_base.city_3111"
cep_29315035,"br_es","29315035","Darci Sérgio Gomes","Rua","União","l10n_br_data_base.city_3111"
cep_29314810,"br_es","29314810","C","Rua","Monte Belo","l10n_br_data_base.city_3111"
cep_29315021,"br_es","29315021","Seis","Rua","União","l10n_br_data_base.city_3111"
cep_29304505,"br_es","29304505","Oscar Guedes Pinto","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29305250,"br_es","29305250","Maria de Lurdes Ciciliotte","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29304560,"br_es","29304560","Dipino dos Santos","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304550,"br_es","29304550","José Mário Braga","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304540,"br_es","29304540","João Santana","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304530,"br_es","29304530","Gladistone Rubim","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304525,"br_es","29304525","Luiz Alves","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304520,"br_es","29304520","Carlos Silva","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29315001,"br_es","29315001","Eloy Martins Pereira","Rua","União","l10n_br_data_base.city_3111"
cep_29306055,"br_es","29306055","Adelino Turini","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306115,"br_es","29306115","Sisypho Sardenberg","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306222,"br_es","29306222","Jair Atayde de Freitas","Travessa","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306105,"br_es","29306105","Doutor Ziul Pinheiro","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306100,"br_es","29306100","Coronel Borges","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306030,"br_es","29306030","Paulo Soares","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306090,"br_es","29306090","Doutor Jair Athayde de Freitas","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306035,"br_es","29306035","Etelvino de Souza","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306080,"br_es","29306080","Manoel Paiva Sardenberg","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306075,"br_es","29306075","Luiz Cricco","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306070,"br_es","29306070","Coronel José Francisco Athayde","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29315031,"br_es","29315031","Quatro","Rua","União","l10n_br_data_base.city_3111"
cep_29306060,"br_es","29306060","Edson Carone","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29315032,"br_es","29315032","Vicente José de Souza","Rua","União","l10n_br_data_base.city_3111"
cep_29306050,"br_es","29306050","Desembargador Lourenço Freitas Barbosa","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306045,"br_es","29306045","Dário Paiva","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306190,"br_es","29306190","Kleber França","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29306095,"br_es","29306095","Cachoeiro - Rio Novo do Sul","Rodovia","Coronel Borges","l10n_br_data_base.city_3111"
cep_29315017,"br_es","29315017","Dezessete","Rua","União","l10n_br_data_base.city_3111"
cep_29304580,"br_es","29304580","Manoel Tavares","Rua","Sumaré","l10n_br_data_base.city_3111"
cep_29304410,"br_es","29304410","Itabira","Rua","Alto Amarelo","l10n_br_data_base.city_3111"
cep_29304409,"br_es","29304409","José santos","Escadaria","Alto Amarelo","l10n_br_data_base.city_3111"
cep_29315036,"br_es","29315036","das Amoreiras","Rua","União","l10n_br_data_base.city_3111"
cep_29306405,"br_es","29306405","Wenceslau Braz","Rua","Independência","l10n_br_data_base.city_3111"
cep_29306065,"br_es","29306065","José Ricco Ribeiro","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305363,"br_es","29305363","Dinoráh de Andrade Machado","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305583,"br_es","29305583","Zélia Arcanjo de Oliveira","Escadaria","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305582,"br_es","29305582","Izaías Leal de Souza","Escadaria","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305581,"br_es","29305581","Antônio Pereira","Escadaria","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305580,"br_es","29305580","Jonas de Abreu","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305579,"br_es","29305579","Marechal Rondon","Beco","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305578,"br_es","29305578","Aníbal Luzia de Oliveira II","Beco","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305590,"br_es","29305590","Casemiro de Abreu","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305350,"br_es","29305350","Jorge Silvino Barbosa","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29305470,"br_es","29305470","Amâncio da Silva","Rua","Baiminas","l10n_br_data_base.city_3111"
cep_29306210,"br_es","29306210","Doutor Amílcar Figliuzzi","Rua","Coronel Borges","l10n_br_data_base.city_3111"
cep_29305365,"br_es","29305365","Jorge Latuffe","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305586,"br_es","29305586","Oliveiro Muzzi","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305360,"br_es","29305360","Doutor Aristides Campos","Avenida","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305358,"br_es","29305358","Horácio Leandro de Souza","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305356,"br_es","29305356","Projetada","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305355,"br_es","29305355","Vera Viana Rios","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305372,"br_es","29305372","Riachuelo","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305351,"br_es","29305351","Cornélio Arruda","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305374,"br_es","29305374","Francisco Rubim","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305335,"br_es","29305335","Luiz Nemer","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29305330,"br_es","29305330","Alvino Moreira de Souza","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29305320,"br_es","29305320","Alcaciba Casilha Viana","Rua","Amaral","l10n_br_data_base.city_3111"
cep_29305367,"br_es","29305367","Laudelina Louzada","Rua","Campo da Leopoldina","l10n_br_data_base.city_3111"
cep_29305660,"br_es","29305660","Machado de Assis","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305505,"br_es","29305505","da Paz","Praça","Arariguaba","l10n_br_data_base.city_3111"
cep_29305500,"br_es","29305500","Heitor Oliveira Rozães","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305496,"br_es","29305496","Nossa Senhora de Fátima","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305495,"br_es","29305495","Jacimar Gonçalves Coelho","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305490,"br_es","29305490","Tiradentes","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305485,"br_es","29305485","Osvaldo Albuquerque","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305480,"br_es","29305480","Manoel Cardoso da Silva","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305475,"br_es","29305475","Amâncio Silva","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29306485,"br_es","29306485","Itatiaia","Rua","Independência","l10n_br_data_base.city_3111"
cep_29305520,"br_es","29305520","Ludário Fonseca","Rua","Arariguaba","l10n_br_data_base.city_3111"
cep_29305584,"br_es","29305584","Alcebíades Pessanha","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305670,"br_es","29305670","José de Alencar","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305585,"br_es","29305585","Nelson Dessaune de Jesus","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
cep_29305650,"br_es","29305650","Marechal Rondon","Rua","São Luiz Gonzaga","l10n_br_data_base.city_3111"
