"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id"
cep_49088170,"l10n_br_base.br_se","49088170","Dezesseis","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088260,"l10n_br_base.br_se","49088260","Verde Violeta","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088180,"l10n_br_base.br_se","49088180","Dezessete","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088140,"l10n_br_base.br_se","49088140","Treze","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088120,"l10n_br_base.br_se","49088120","Onze","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088110,"l10n_br_base.br_se","49088110","Dez","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088250,"l10n_br_base.br_se","49088250","General Euclides Figueiredo","Avenida","Lamarão","l10n_br_base.city_1753"
cep_49088090,"l10n_br_base.br_se","49088090","Oito","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088150,"l10n_br_base.br_se","49088150","Quatorze","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088100,"l10n_br_base.br_se","49088100","Nove","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088130,"l10n_br_base.br_se","49088130","Doze","Rua","Lamarão","l10n_br_base.city_1753"
cep_49087020,"l10n_br_base.br_se","49087020","Benjamin Constant","Avenida","Santos Dumont","l10n_br_base.city_1753"
cep_49087080,"l10n_br_base.br_se","49087080","Anízio Souza","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087090,"l10n_br_base.br_se","49087090","Raimundo Agostinho Bezerra","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49085520,"l10n_br_base.br_se","49085520","B","Rua","José Conrado de Araújo","l10n_br_base.city_1753"
cep_49088320,"l10n_br_base.br_se","49088320","André Teles de Menezes","Rua","Lamarão","l10n_br_base.city_1753"
cep_49087060,"l10n_br_base.br_se","49087060","Comandante Poti","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087140,"l10n_br_base.br_se","49087140","Dom Pedro II","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49088230,"l10n_br_base.br_se","49088230","Pousada Verde","Loteamento","Lamarão","l10n_br_base.city_1753"
cep_49087030,"l10n_br_base.br_se","49087030","Canal","Avenida","Santos Dumont","l10n_br_base.city_1753"
cep_49088190,"l10n_br_base.br_se","49088190","Dezoito","Rua","Lamarão","l10n_br_base.city_1753"
cep_49087010,"l10n_br_base.br_se","49087010","Aureliano Sampaio","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087000,"l10n_br_base.br_se","49087000","São Francisco de Assis","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087070,"l10n_br_base.br_se","49087070","Conde D'Eu","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087480,"l10n_br_base.br_se","49087480","Princesa Leopoldina","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49088220,"l10n_br_base.br_se","49088220","Vinte e Um","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088210,"l10n_br_base.br_se","49088210","Vinte","Rua","Lamarão","l10n_br_base.city_1753"
cep_49088200,"l10n_br_base.br_se","49088200","Dezenove","Rua","Lamarão","l10n_br_base.city_1753"
cep_49087040,"l10n_br_base.br_se","49087040","Capitão Manoel Gomes","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087520,"l10n_br_base.br_se","49087520","Roberto Morais","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087630,"l10n_br_base.br_se","49087630","Zênia Bonfim","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087590,"l10n_br_base.br_se","49087590","Senhor do Bonfim","Travessa","Santos Dumont","l10n_br_base.city_1753"
cep_49087650,"l10n_br_base.br_se","49087650","Presbítero João Malaquias do Sacramento","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087570,"l10n_br_base.br_se","49087570","São José","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087720,"l10n_br_base.br_se","49087720","Almirante Tamandaré","Conjunto","Santos Dumont","l10n_br_base.city_1753"
cep_49087550,"l10n_br_base.br_se","49087550","São Jorge","Travessa","Santos Dumont","l10n_br_base.city_1753"
cep_49087610,"l10n_br_base.br_se","49087610","Serafim Bonfim","Avenida","Santos Dumont","l10n_br_base.city_1753"
cep_49087530,"l10n_br_base.br_se","49087530","Rúbens Ribeiro","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087620,"l10n_br_base.br_se","49087620","Valteno Menezes","Praça","Santos Dumont","l10n_br_base.city_1753"
cep_49087510,"l10n_br_base.br_se","49087510","Radialista Ciro Moreira","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49090010,"l10n_br_base.br_se","49090010","Assis Chateaubriand","Conjunto","Bugio","l10n_br_base.city_1753"
cep_49087580,"l10n_br_base.br_se","49087580","Sargento Brasiliano","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087820,"l10n_br_base.br_se","49087820","Operária","Travessa","Santos Dumont","l10n_br_base.city_1753"
cep_49087100,"l10n_br_base.br_se","49087100","Corretor Otoniel","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49087490,"l10n_br_base.br_se","49087490","Professor Abelardo Monteiro","Praça","Santos Dumont","l10n_br_base.city_1753"
cep_49088050,"l10n_br_base.br_se","49088050","Quatro","Rua","Lamarão","l10n_br_base.city_1753"
cep_49087540,"l10n_br_base.br_se","49087540","Santo Antônio","Rua","Santos Dumont","l10n_br_base.city_1753"
cep_49088310,"l10n_br_base.br_se","49088310","Minas Gerais","Travessa","Lamarão","l10n_br_base.city_1753"
