"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id","country_id:id"
"cep_79801907","l10n_br_base.br_ms","79801907","Avenida Joaquim Teixeira Alves, s/n",,"Centro","l10n_br_base.city_5130","base.br"
"cep_79806902","l10n_br_base.br_ms","79806902","Rua Hilda Bergo Duarte, 462",,"Jardim Caramuru","l10n_br_base.city_5130","base.br"
"cep_79801901","l10n_br_base.br_ms","79801901","Avenida Joaquim Teixeira Alves, 1756",,"Centro","l10n_br_base.city_5130","base.br"
"cep_79801900","l10n_br_base.br_ms","79801900","Avenida Marcelino Pires, 1104",,"Centro","l10n_br_base.city_5130","base.br"
"cep_79804901","l10n_br_base.br_ms","79804901","Rua Presidente Vargas, 439",,"Jardim América","l10n_br_base.city_5130","base.br"
"cep_79803900","l10n_br_base.br_ms","79803900","Rua Quintino Bocaiúva, 465",,"Jardim América","l10n_br_base.city_5130","base.br"
"cep_79805903","l10n_br_base.br_ms","79805903","Rua Oliveira Marques, 2730",,"Jardim Central","l10n_br_base.city_5130","base.br"
"cep_79215000","l10n_br_base.br_ms","79215000",,,,"l10n_br_base.city_5128","base.br"
"cep_79843220","l10n_br_base.br_ms","79843220","Alice Ight Martins","Rua","Jardim Jóquei Clube","l10n_br_base.city_5130","base.br"
"cep_79843169","l10n_br_base.br_ms","79843169","G","Rua","Canaã II","l10n_br_base.city_5130","base.br"
"cep_79843170","l10n_br_base.br_ms","79843170","Oito","Rua","Chácara Califórnia","l10n_br_base.city_5130","base.br"
"cep_79843142","l10n_br_base.br_ms","79843142","Projetada 4","Rua","Vila São Braz","l10n_br_base.city_5130","base.br"
"cep_79843200","l10n_br_base.br_ms","79843200","Assaí","Rua","Jardim Jóquei Clube","l10n_br_base.city_5130","base.br"
"cep_79843241","l10n_br_base.br_ms","79843241","Projetada 1","Rua","Vila São Braz","l10n_br_base.city_5130","base.br"
"cep_79806901","l10n_br_base.br_ms","79806901","Rua Camilo Ermelindo da Silva, 720",,"Jardim Caramuru","l10n_br_base.city_5130","base.br"
"cep_79843230","l10n_br_base.br_ms","79843230","Tubarão","Rua","Jardim Jóquei Clube","l10n_br_base.city_5130","base.br"
"cep_79843166","l10n_br_base.br_ms","79843166","D","Rua","Canaã II","l10n_br_base.city_5130","base.br"
"cep_79843211","l10n_br_base.br_ms","79843211","Doze","Rua","Chácara Califórnia","l10n_br_base.city_5130","base.br"
"cep_79843171","l10n_br_base.br_ms","79843171","Alegrete","Rua","Jardim Jóquei Clube","l10n_br_base.city_5130","base.br"
"cep_79843201","l10n_br_base.br_ms","79843201","Onze","Rua","Jardim Jóquei Clube","l10n_br_base.city_5130","base.br"
"cep_79843172","l10n_br_base.br_ms","79843172","H","Rua","Canaã II","l10n_br_base.city_5130","base.br"
"cep_79843191","l10n_br_base.br_ms","79843191","Dez","Rua","Chácara Califórnia","l10n_br_base.city_5130","base.br"
"cep_79806020","l10n_br_base.br_ms","79806020","Hilda Bergo Duarte","Rua","Jardim Caramuru","l10n_br_base.city_5130","base.br"
"cep_79843240","l10n_br_base.br_ms","79843240","Patrocínio Victor Garcia","Rua","Chácara Califórnia","l10n_br_base.city_5130","base.br"
"cep_79843160","l10n_br_base.br_ms","79843160","Sete","Rua","Chácara Califórnia","l10n_br_base.city_5130","base.br"
"cep_79805902","l10n_br_base.br_ms","79805902","Rua Major Capile, 1885",,"Jardim Central","l10n_br_base.city_5130","base.br"
