"id","state_id:id","code","street","street_type","district","city_id:id"
cep_60835110,"br_ce","60835110","Doutor Itamar Espíndola","Rua","Edson Queiroz","city_948"
cep_60877100,"br_ce","60877100","5","Rua","Messejana","city_948"
cep_60877110,"br_ce","60877110","6","Rua","Messejana","city_948"
cep_60877120,"br_ce","60877120","7","Rua","Messejana","city_948"
cep_60877130,"br_ce","60877130","8","Rua","Messejana","city_948"
cep_60877700,"br_ce","60877700","Quarto Anel Viário","Avenida","Messejana","city_948"
cep_60835160,"br_ce","60835160","16","Rua","Edson Queiroz","city_948"
cep_60835010,"br_ce","60835010","1","Rua","Edson Queiroz","city_948"
cep_60835140,"br_ce","60835140","14","Rua","Edson Queiroz","city_948"
cep_60877090,"br_ce","60877090","4","Rua","Messejana","city_948"
cep_60835120,"br_ce","60835120","12","Rua","Edson Queiroz","city_948"
cep_60834740,"br_ce","60834740","Sabiaguá","Rua","Lagoa Redonda","city_948"
cep_60835100,"br_ce","60835100","Padre Phillipe Prevost","Rua","Edson Queiroz","city_948"
cep_60835090,"br_ce","60835090","9","Rua","Edson Queiroz","city_948"
cep_60835080,"br_ce","60835080","8","Rua","Edson Queiroz","city_948"
cep_60835070,"br_ce","60835070","7","Rua","Edson Queiroz","city_948"
cep_60835060,"br_ce","60835060","Guilherme Bassila","Rua","Edson Queiroz","city_948"
cep_60835050,"br_ce","60835050","Doutor Paulo Marcelo","Rua","Edson Queiroz","city_948"
cep_60835040,"br_ce","60835040","Marcelo Reis","Rua","Edson Queiroz","city_948"
cep_60835150,"br_ce","60835150","15","Rua","Edson Queiroz","city_948"
cep_60834300,"br_ce","60834300","Terra das Flores","Rua","Edson Queiroz","city_948"
cep_60834622,"br_ce","60834622","B","Rua","Edson Queiroz","city_948"
cep_60834700,"br_ce","60834700","da Pedreira","Estrada","Lagoa Redonda","city_948"
cep_60834830,"br_ce","60834830","José Alcides Rocha","Rua","Alagadiço Novo","city_948"
cep_60834820,"br_ce","60834820","Quixadá","Rua","Lagoa Redonda","city_948"
cep_60834810,"br_ce","60834810","Sítio São Paulo","Rua","Lagoa Redonda","city_948"
cep_60834800,"br_ce","60834800","Parsifal Barroso","Rua","Edson Queiroz","city_948"
cep_60834790,"br_ce","60834790","São Raimundo","Rua","Alagadiço Novo","city_948"
cep_60834780,"br_ce","60834780","São Mateus","Rua","Lagoa Redonda","city_948"
cep_60834770,"br_ce","60834770","São Lucas","Rua","Lagoa Redonda","city_948"
cep_60834750,"br_ce","60834750","Francisco Martiniano Barbosa","Rua","Edson Queiroz","city_948"
