id,name,meaning,start_pos,end_pos,assumed_comma,type,default_value,cnab_line_id/id,notes,sending_dynamic_content,content_source_field,return_dynamic_content,content_dest_field,cnab_group_id/id
cnab_sicredi_240_boleto_header_213_217,CEP,CEP,213,217,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_header,G034,,company_id.zip,,,""
cnab_sicredi_240_boleto_header_218_220,Complemento CEP,Complemento do CEP,218,220,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_header,G035,,,,,""
cnab_sicredi_240_boleto_header_221_222,Estado,Sigla do Estado,221,222,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_header,G036,,company_id.state_id.code,,,""
cnab_sicredi_240_boleto_header_223_230,CNAB,Uso Exclusivo da FEBRABAN/CNAB,223,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_header,G004,,,,,""
cnab_sicredi_240_boleto_header_231_240,Ocorrências,Código das Ocorrências p/ Retorno,231,240,0,alpha,0,l10n_br_cnab_structure.cnab_sicredi_240_boleto_header,*G059,,,,,""
cnab_sicredi_240_boleto_segmento_j_1_3,Banco,Código do Banco da Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G001,,,,,""
cnab_sicredi_240_boleto_segmento_j_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G002,seq_batch,,,,""
cnab_sicredi_240_boleto_segmento_j_8_8,Registro,Tipo de Registro,8,8,0,num,3,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G003,,,,,""
cnab_sicredi_240_boleto_segmento_j_9_13,Nº do Registro,Nº Sequencial do Registro no Lote,9,13,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G038,seq_record_detail,,,,""
cnab_sicredi_240_boleto_segmento_j_14_14,Segmento,Código de Segmento do Reg. Detalhe,14,14,0,alpha,J,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G039,,,,,""
cnab_sicredi_240_boleto_segmento_j_15_15,Tipo,Tipo de Movimento,15,15,0,num,0,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G060,,,,,""
cnab_sicredi_240_boleto_segmento_j_16_17,Código,Código da Instrução p/ Movimento,16,17,0,num,0,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G061,,,,,""
cnab_sicredi_240_boleto_segmento_j_18_61,Código Barras,Código de Barras,18,61,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G063,content[17:61],,,,""
cnab_sicredi_240_boleto_segmento_j_62_91,Nome do Cedente,Nome do Cedente,62,91,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G013,,partner_id.legal_name,,,""
cnab_sicredi_240_boleto_segmento_j_92_99,Data Vencimento,Data do Vencimento (Nominal),92,99,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G044,"time.strftime(""%d%m%Y"")",ml_maturity_date,,,""
cnab_sicredi_240_boleto_segmento_j_100_114,Valor do Título,Valor do Título (Nominal),100,114,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G042,,amount_currency,,,""
cnab_sicredi_240_boleto_segmento_j_115_129,Desconto,Valor do Desconto + Abatimento,115,129,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,L002,,discount_value,,,""
cnab_sicredi_240_boleto_segmento_j_130_144,Acréscimos,Valor da Mora + Multa,130,144,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,L003,,,,,""
cnab_sicredi_240_boleto_segmento_j_145_152,Data Pagamento,Data do Pagamento,145,152,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,P009,"time.strftime(""%d%m%Y"")",date,,,""
cnab_sicredi_240_boleto_segmento_j_153_167,Valor Pagamento,Valor do Pagamento,153,167,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,P010,,amount_currency,,,""
cnab_sicredi_240_boleto_segmento_j_168_182,Quantidade da Moeda,Quantidade da Moeda,168,182,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G041,,,,,""
cnab_sicredi_240_boleto_segmento_j_183_202,Referência Sacado,Nº do Docto Atribuído pela Empresa,183,202,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G064,,,,,""
cnab_sicredi_240_boleto_segmento_j_203_222,Nosso Número,Nº do Docto Atribuído pelo Banco,203,222,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G043,,,,,""
cnab_sicredi_240_boleto_segmento_j_223_224,Código de Moeda,Código de Moeda,223,224,0,num,9,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G065,,,,,""
cnab_sicredi_240_boleto_segmento_j_225_230,CNAB,Uso Exclusivo FEBRABAN/CNAB,225,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,G004,,,,,""
cnab_sicredi_240_boleto_segmento_j_231_240,Ocorrências,Códigos das Ocorrências p/ Retorno,231,240,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j,*G059,,,,,""
cnab_sicredi_240_boleto_segmento_j52_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G001,,,,,""
cnab_sicredi_240_boleto_segmento_j52_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G002,seq_batch,,,,""
cnab_sicredi_240_boleto_segmento_j52_8_8,Registro,Tipo de Registro,8,8,0,num,3,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G003,,,,,""
cnab_sicredi_240_boleto_segmento_j52_9_13,Nº do Registro,Nº Sequencial do Registro no Lote,9,13,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G038,seq_record_detail,,,,""
cnab_sicredi_240_boleto_segmento_j52_14_14,Segmento,Cód. Segmento do Registro Detalhe,14,14,0,alpha,J,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G039,,,,,""
cnab_sicredi_240_boleto_segmento_j52_15_15,CNAB,Uso Exclusivo CNAB FEBRABAN/CNAB,15,15,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G004,,,,,""
cnab_sicredi_240_boleto_segmento_j52_16_17,Cód. Mov.,Código de Movimento Remessa,16,17,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*C004,,,,,""
cnab_sicredi_240_boleto_segmento_j52_18_19,Código Reg. Opcional,Identificação Registro,18,19,0,num,52,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G067,,,,,""
cnab_sicredi_240_boleto_segmento_j52_20_20,Tipo,Tipo de Inscrição,20,20,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G005,,,,,""
cnab_sicredi_240_boleto_segmento_j52_21_35,Número,Número de Inscrição,21,35,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G006,,company_id.cnpj_cpf,,,""
cnab_sicredi_240_boleto_segmento_j52_36_75,Nome,Nome,36,75,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G013,,company_id.legal_name,,,""
cnab_sicredi_240_boleto_segmento_j52_76_76,Tipo,Tipo de Inscrição,76,76,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G005,2 if content else 1,partner_id.is_company,,,""
cnab_sicredi_240_boleto_segmento_j52_77_91,Número,Número de Inscrição,77,91,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G006,,partner_id.cnpj_cpf,,,""
cnab_sicredi_240_boleto_segmento_j52_92_131,Nome,Nome,92,131,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G013,,partner_id.legal_name,,,""
cnab_sicredi_240_boleto_segmento_j52_132_132,Tipo,Tipo de Inscrição,132,132,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G005,,,,,""
cnab_sicredi_240_boleto_segmento_j52_133_147,Número,Número de Inscrição,133,147,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,*G006,,,,,""
cnab_sicredi_240_boleto_segmento_j52_148_187,Nome,Nome,148,187,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G013,,,,,""
cnab_sicredi_240_boleto_segmento_j52_188_240,CNAB,Uso Exclusivo FEBRABAN/CNAB,188,240,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52,G004,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G001,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G002,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_8_8,Registro,Tipo de Registro,8,8,0,num,3,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G003,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_9_13,Nº do Registro,Nº Sequencial do Registro no Lote,9,13,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G038,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_14_14,Segmento,Cód. Segmento do Registro Detalhe,14,14,0,alpha,J,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G039,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_15_15,CNAB,Uso Exclusivo CNAB FEBRABAN/CNAB,15,15,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G004,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_16_17,Cód. Mov.,Código de Movimento Remessa,16,17,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*C004,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_18_19,Código Reg. Opcional,Identificação Registro,18,19,0,num,52,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G067,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_20_20,Tipo,Tipo de Inscrição,20,20,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G005,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_21_35,Número,Número de Inscrição,21,35,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G006,,company_id.cnpj_cpf,,,""
cnab_sicredi_240_boleto_segmento_j52pix_36_75,Nome,Nome,36,75,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G013,,company_id.legal_name,,,""
cnab_sicredi_240_boleto_segmento_j52pix_76_76,Tipo,Tipo de Inscrição,76,76,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G005,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_77_91,Número,Número de Inscrição,77,91,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,*G006,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_92_131,Nome,Nome,92,131,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G013,,partner_id.legal_name,,,""
cnab_sicredi_240_boleto_segmento_j52pix_132_210,Chave de Endereçamento,URL/Chave de Endereçamento,132,210,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G102,,,,,""
cnab_sicredi_240_boleto_segmento_j52pix_211_240,TXID,Código de Identificação do QR Code,211,240,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_segmento_j52pix,G102,,,,,""
cnab_sicredi_240_boleto_trailer_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,G001,,company_partner_bank_id.bank_id.code_bc,,,""
cnab_sicredi_240_boleto_trailer_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,*G002,seq_batch,,,,""
cnab_sicredi_240_boleto_trailer_8_8,Registro,Tipo de Registro,8,8,0,num,5,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,*G003,,,,,""
cnab_sicredi_240_boleto_trailer_9_17,CNAB,Uso Exclusivo FEBRABAN/CNAB,9,17,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,G004,,,,,""
cnab_sicredi_240_boleto_trailer_18_23,Qtde de Registros,Quantidade de Registros do Lote,18,23,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,*G057,qty_records,,,,""
cnab_sicredi_240_boleto_trailer_24_41,Valor,Somatória dos Valores,24,41,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,L001,"sum(  int(line.sorted_values().get(""153_167_valor_pagamento"",0)) for line in filter(    lambda l: l.sorted_values().get(""15_17_tipo_de_movimento"", "") in (""000"",""001"",""002"",""003"") and l.sorted_values().get(""18_19_codigo_do_registro"", False) != 52, batch_detail_lines  ))",,,,""
cnab_sicredi_240_boleto_trailer_42_59,Qtde. Moeda,Somatória de Quantidade de Moedas,42,59,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,G058,,,,,""
cnab_sicredi_240_boleto_trailer_60_65,Número Aviso Débito,Número Aviso Débito,60,65,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,G066,,,,,""
cnab_sicredi_240_boleto_trailer_66_230,CNAB,Uso Exclusivo FEBRABAN/CNAB,66,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,G004,,,,,""
cnab_sicredi_240_boleto_trailer_231_240,Ocorrências,Códigos das Ocorrências para Retorno,231,240,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_boleto_trailer,*G059,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G001,,company_partner_bank_id.bank_id.code_bc,,,""
cnab_sicredi_240_conc_tributo_bc_header_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G002,seq_batch,,,,""
cnab_sicredi_240_conc_tributo_bc_header_8_8,Registro,Tipo de Registro,8,8,0,num,1,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G003,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_9_9,Operação,Tipo da Operação,9,9,0,alpha,C,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G028,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_10_11,Serviço,Tipo do Serviço,10,11,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G025,payment_type_code,,,,""
cnab_sicredi_240_conc_tributo_bc_header_12_13,Forma Lançamento,Forma de Lançamento,12,13,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G029,payment_way_code,,,,""
cnab_sicredi_240_conc_tributo_bc_header_14_16,Layout do Lote,Nº da Versão do Layout do Lote,14,16,0,num,12,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G030,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_17_17,CNAB,Uso Exclusivo FEBRABAN/CNAB,17,17,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G004,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_18_18,Tipo,Tipo de Inscrição da Empresa,18,18,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G005,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_19_32,Número,Número de Inscrição da Empresa,19,32,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G006,,company_id.cnpj_cpf,,,""
cnab_sicredi_240_conc_tributo_bc_header_33_52,Convênio,Código do Convênio no Banco,33,52,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G007,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_53_57,Código,Agência Convênio,53,57,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G008,,company_partner_bank_id.bra_number,,,""
cnab_sicredi_240_conc_tributo_bc_header_58_58,DV,Dígito Verificador da Agência Convênio,58,58,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G009,,company_partner_bank_id.bra_number_dig,,,""
cnab_sicredi_240_conc_tributo_bc_header_59_70,Número,Número da Conta Corrente Convênio,59,70,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G010,,company_partner_bank_id.acc_number,,,""
cnab_sicredi_240_conc_tributo_bc_header_71_71,DV,Dígito Verificador da Conta Convênio,71,71,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G011,,company_partner_bank_id.acc_number_dig,,,""
cnab_sicredi_240_conc_tributo_bc_header_72_72,DV,Dígito Verificador da Ag/Conta Convênio,72,72,0,alpha,0,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G012,,company_partner_bank_id.acc_number_dig,,,""
cnab_sicredi_240_conc_tributo_bc_header_73_102,Nome,Nome da Empresa,73,102,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G013,,company_id.legal_name,,,""
cnab_sicredi_240_conc_tributo_bc_header_103_142,Informação 1,Mensagem,103,142,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G031,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_143_172,Logradouro,"Nome da Rua, Av, Pça, Etc",143,172,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G032,,company_id.street_name,,,""
cnab_sicredi_240_conc_tributo_bc_header_173_177,Número,Número do Local,173,177,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G032,,company_id.street_number,,,""
cnab_sicredi_240_conc_tributo_bc_header_178_192,Complemento,"Casa, Apto, Sala, Etc",178,192,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G032,,company_id.street2,,,""
cnab_sicredi_240_conc_tributo_bc_header_193_212,Cidade,Cidade,193,212,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G033,,company_id.city_id.name,,,""
cnab_sicredi_240_conc_tributo_bc_header_213_217,CEP,CEP,213,217,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G034,,company_id.zip,,,""
cnab_sicredi_240_conc_tributo_bc_header_218_220,Complemento CEP,Complemento do CEP,218,220,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G035,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_221_222,Estado,Sigla do Estado,221,222,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G036,,company_id.state_id.code,,,""
cnab_sicredi_240_conc_tributo_bc_header_223_224,Indicativo de Forma de Pagamento,Indicativo de Forma de Pagamento do Compromisso,223,224,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,P014,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_225_230,CNAB,Uso Exclusivo da FEBRABAN/CNAB,225,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,G004,,,,,""
cnab_sicredi_240_conc_tributo_bc_header_231_240,Ocorrências,Código das Ocorrências p/ Retorno,231,240,0,alpha,0,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_header,*G059,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_1_3,Banco,Código no Banco da Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G001,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G002,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_8_8,Registro,Registro Detalhe do Lote,8,8,0,num,3,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G003,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_9_13,Nº do Registro,Nº Sequencial do Registro no Lote,9,13,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G038,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_14_14,Segmento,Código de Segmento no Reg. Detalhe,14,14,0,alpha,O,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G039,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_15_15,Tipo,Tipo de Movimento,15,15,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G060,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_16_17,Código,Código da Instrução de Movimento,16,17,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G061,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_18_61,Código Barras,Código de Barras,18,61,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,N001,,barcode,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_62_91,Nome da Concessionária,Nome da Concessionária / Órgão Público,62,91,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G013,,cnab_beneficiary_name,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_92_99,Data Vencimento,Data do Vencimento (Nominal),92,99,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G044,"time.strftime(""%d%m%Y"")",ml_maturity_date,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_100_107,Data Pagamento,Data do Pagamento,100,107,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,P009,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_108_122,Valor Pagamento,Valor do Pagamento,108,122,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,P004,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_123_142,Seu número,Nº do Docto Atribuído pela Empresa,123,142,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G064,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_143_162,Nosso Número,Nº do Docto Atribuído pelo Banco,143,162,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G043,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_163_230,CNAB,Uso Exclusivo FEBRABAN/CNAB,163,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,G004,,,,,""
cnab_sicredi_240_conc_tributo_bc_segmento_o_231_240,Ocorrências,Códigos das Ocorrências p/ Retorno,231,240,0,alpha,0,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_segmento_o,*G059,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,G001,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_4_7,Lote,Lote de Serviço,4,7,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,*G002,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_8_8,Registro,Tipo de Registro,8,8,0,num,5,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,*G003,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_9_17,CNAB,Uso Exclusivo FEBRABAN/CNAB,9,17,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,G004,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_18_23,Qtde de Registros,Quantidade de Registros do Lote,18,23,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,*G057,qty_records,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_24_41,Valor,Somatória dos Valores dos Pgtos,24,41,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,B002,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_42_230,Complemento de registro,Complemento de registro,42,230,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,B003,,,,,""
cnab_sicredi_240_conc_tributo_bc_trailer_231_240,Ocorrências,Códigos das Ocorrências para Retorno,231,240,0,alpha,0,l10n_br_cnab_structure.cnab_sicredi_240_conc_tributo_bc_trailer,*G059,,,,,""
cnab_sicredi_240_tributo_sem_bc_header_1_240,CÓDIGO DO BANCO,CÓDIGO BANCO NA COMPENSAÇÃO,1,240,0,num,1,l10n_br_cnab_structure.cnab_sicredi_240_tributo_sem_bc_header,,,,,,""
cnab_sicredi_240_tributo_sem_bc_segmento_n_1_240,CÓDIGO DO BANCO,CÓDIGO BANCO NA COMPENSAÇÃO,1,240,0,num,1,l10n_br_cnab_structure.cnab_sicredi_240_tributo_sem_bc_segmento_n,,,,,,""
cnab_sicredi_240_tributo_sem_bc_segmento_b_1_240,CÓDIGO DO BANCO,CÓDIGO BANCO NA COMPENSAÇÃO,1,240,0,num,1,l10n_br_cnab_structure.cnab_sicredi_240_tributo_sem_bc_segmento_b,,,,,,""
cnab_sicredi_240_tributo_sem_bc_trailer_1_240,CÓDIGO DO BANCO,CÓDIGO BANCO NA COMPENSAÇÃO,1,240,0,num,1,l10n_br_cnab_structure.cnab_sicredi_240_tributo_sem_bc_trailer,,,,,,""
cnab_sicredi_240_trailer_1_3,Banco,Código do Banco na Compensação,1,3,0,num,748,l10n_br_cnab_structure.cnab_sicredi_240_trailer,G001,,,,,""
cnab_sicredi_240_trailer_4_7,Lote,Lote de Serviço,4,7,0,num,9999,l10n_br_cnab_structure.cnab_sicredi_240_trailer,*G002,,,,,""
cnab_sicredi_240_trailer_8_8,Registro,Tipo de Registro,8,8,0,num,9,l10n_br_cnab_structure.cnab_sicredi_240_trailer,*G003,,,,,""
cnab_sicredi_240_trailer_9_17,CNAB,Uso Exclusivo FEBRABAN/CNAB,9,17,0,alpha,,l10n_br_cnab_structure.cnab_sicredi_240_trailer,G004,,,,,""
cnab_sicredi_240_trailer_18_23,Qtde. de Lotes,Quantidade de Lotes do Arquivo,18,23,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_trailer,G049,qty_batches,,,,""
cnab_sicredi_240_trailer_24_29,Qtde. Registros,Quantidade de Registros do Arquivo,24,29,0,num,,l10n_br_cnab_structure.cnab_sicredi_240_trailer,G056,qty_records,,,,""
