"id","code","name","admitted_taxes","date_start","date_end"
"nature_income_17017","17017","Transporte internacional de cargas efetuado por empresas nacionais","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17018","17018","Estaleiros navais brasileiros nas atividades de Construção, conservação, modernização, conversão e reparo de embarcações pré-registradas ou registradas no REB","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17019","17019","Produtos de perfumaria, de toucador e de higiene pessoal a que se refere o § 1º do art. 22 da Instrução Normativa RFB nº 1.234, de 2012, adquiridos de distribuidores e de comerciantes varejistas","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17020","17020","Produtos a que se refere o § 2º do art. 22 da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17021","17021","Produtos de que tratam as alíneas “c” a “k” do inciso I do art. 5º da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17022","17022","Outros produtos ou serviços beneficiados com isenção, não incidência ou Alíquotas zero da Cofins e da Contribuição para o PIS/Pasep, observado o disposto no § 5º do art. 2º da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, AGREGADO","2023-09-01",""
"nature_income_17023","17023","Passagens aéreas, rodoviárias e demais serviços de transporte de passageiros, inclusive, tarifa de embarque, exceto transporte internacional de passageiros, efetuado por empresas nacionais","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17024","17024","Transporte internacional de passageiros efetuado por empresas nacionais","IR, CSLL, AGREGADO","2023-09-01",""
"nature_income_17025","17025","Serviços prestados por associações profissionais ou assemelhadas e cooperativas","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17026","17026","Serviços prestados por bancos comerciais, bancos de investimento, bancos de desenvolvimento, caixas econômicas, sociedades de crédito, financiamento e investimento, sociedades de crédito imobiliário, e câmbio, distribuidoras de títulos e valores mobiliários, empresas de arrendamento mercantil, cooperativas de crédito, empresas de seguros privados e de capitalização e entidades abertas de previdência complementar.","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17027","17027","Seguro Saúde","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17028","17028","Serviços de abastecimento de água","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17029","17029","Telefone","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17030","17030","Correio e telégrafos","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17031","17031","Vigilância","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17032","17032","Limpeza","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17033","17033","Locação de mão de obra","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17034","17034","Intermediação de negócios;","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17035","17035","Administração, locação ou cessão de bens imóveis, móveis e direitos de qualquer natureza","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17036","17036","Factoring","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17037","17037","Plano de saúde humano, veterinário ou odontológico com valores fixos por servidor, por empregado ou por animal","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17038","17038","Pagamento efetuado a sociedade cooperativa pelo fornecimento de bens, conforme art. 24, da IN 1234/12.","CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17039","17039","Pagamento a Cooperativa de produção, em relação aos atos decorrentes da comercialização ou da industrialização de produtos de seus associados, excetuado o previsto no §§ 1º e 2º do art. 25 da IN 1.234/12","","2023-09-01",""
"nature_income_17040","17040","Serviços prestados por associações profissionais ou assemelhadas e cooperativas que envolver parcela de serviços fornecidos por terceiros não cooperados ou não associados, contratados ou conveniados, para cumprimento de contratos – Serviços prestados com emprego de materiais, inclusive o de que trata a alínea “C” do Inciso II do art. 27 da IN 1.1234.","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17041","17041","Serviços prestados por associações profissionais ou assemelhadas e cooperativas que envolver parcela de serviços fornecidos por terceiros não cooperados ou não associados, contratados ou conveniados, para cumprimento de contratos - Demais serviços","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17042","17042","Pagamentos efetuados às associações e às cooperativas de médicos e de odontólogos, relativamente às importâncias recebidas a título de comissão, taxa de administração ou de adesão ao plano","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17043","17043","Pagamento efetuado a sociedade cooperativa de produção, em relação aos atos decorrentes da comercialização ou de industrialização, pelas cooperativas agropecuárias e de pesca, de produtos adquiridos de não associados, agricultores, pecuaristas ou pescadores, para completar lotes destinados ao cumprimento de contratos ou para suprir capacidade ociosa de suas instalações industriais, conforme § 1º do art. 25, da IN 1234/12.","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17044","17044","Pagamento referente a aluguel de imóvel quando efetuado à entidade aberta de previdência complementar sem fins lucrativos, de que trata o art 34, § 2º da IN 1.234/2012.","CSLL, COFINS, PP","2023-09-01",""
"nature_income_17045","17045","Serviços prestados por cooperativas de radiotaxi, bem como àquelas cujos cooperados se dediquem a serviços relacionados a atividades culturais e demais cooperativas de serviços, conforme art. 5º–A, da IN RFB 1.234/2012.","IR, CSLL","2023-09-01",""
"nature_income_17046","17046","Pagamento efetuado na aquisição de bem imóvel, quando o vendedor for pessoa jurídica que exerce a atividade de compra e venda de imóveis, ou quando se tratar de imóveis adquiridos de entidades abertas de previdência complementar com fins lucrativos, conforme art. 23, inc I, da IN RFB 1234/2012.","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17047","17047","Pagamento efetuado na aquisição de bem imóvel adquirido pertencente ao ativo não circulante da empresa vendedora, conforme art. 23, inc II da IN RFB 1234/2012.","IR, CSLL, AGREGADO","2023-09-01",""
"nature_income_17048","17048","Pagamento efetuado na aquisição de bem imóvel adquirido de entidade aberta de previdência complementar sem fins lucrativos, conforme art. 23, inc III, da IN RFB 1234/2012.","CSLL, COFINS, PP","2023-09-01",""
"nature_income_17049","17049","Propaganda e Publicidade, em desconformidade ao art 16 da IN RFB 1234/2012, referente ao § 4º do citado artigo.","IR, CSLL, COFINS, PP","2023-09-01",""
"nature_income_17050","17050","Propaganda e Publicidade, em conformidade ao art 16 da IN RFB 1234/2012, referente ao § 4º do citado artigo.","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17051","17051","Pagamentos a entidades imunes ou isentas - IN RFB 1.234/2012","","2023-09-01",""
"nature_income_17099","17099","Demais serviços","IR, CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_17501","17501","Intraorçamentário - Alimentação","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17502","17502","Intraorçamentário - Energia elétrica","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17503","17503","Intraorçamentário - Serviços prestados com emprego de materiais","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17504","17504","Intraorçamentário - Construção Civil por empreitada com emprego de materiais","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17505","17505","Intraorçamentário - Serviços hospitalares de que trata o art. 30 da Instrução Normativa RFB nº 1.234, de 11 de janeiro de 2012","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17506","17506","Intraorçamentário - Transporte de cargas , exceto os relacionados na natureza de rendimento ""17517""","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17507","17507","Intraorçamentário - Serviços de auxílio diagnóstico e terapia, patologia clínica, imagenologia, anatomia patológica e citopatológica, medicina nuclear e análises e patologias clínicas, exames por métodos gráficos, procedimentos endoscópicos, radioterapia, quimioterapia, diálise e oxigenoterapia hiperbárica de que trata o art. 31 e parágrafo único da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17508","17508","Intraorçamentário - Produtos farmacêuticos, de perfumaria, de toucador ou de higiene pessoal adquiridos de produtor, importador, distribuidor ou varejista, exceto os relacionados nas naturezas de rendimentos de “17519"" a ""17522""","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17509","17509","Intraorçamentário - Mercadorias e bens em geral","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17510","17510","Intraorçamentário - Gasolina, inclusive de aviação, óleo diesel, gás liquefeito de petróleo (GLP), combustíveis derivados de petróleo ou de gás natural, querosene de aviação (QAV), e demais produtos derivados de petróleo, adquiridos de refinarias de petróleo, de demais produtores, de importadores, de distribuidor ou varejista","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17511","17511","Intraorçamentário - Álcool etílico hidratado, inclusive para fins carburantes, adquirido diretamente de produtor, importador ou do distribuidor","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17512","17512","Intraorçamentário - Biodiesel adquirido de produtor ou importador","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17513","17513","Intraorçamentário - Gasolina, exceto gasolina de aviação, óleo diesel e gás liquefeito de petróleo (GLP), derivados de petróleo ou de gás natural e querosene de aviação adquiridos de distribuidores e comerciantes varejistas","IR, CSLL","2025-08-01",""
"nature_income_17514","17514","Intraorçamentário - Álcool etílico hidratado nacional, inclusive para fins carburantes adquirido de comerciante varejista","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17515","17515","Intraorçamentário - Biodiesel adquirido de distribuidores e comerciantes varejistas","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17516","17516","Intraorçamentário - Biodiesel adquirido de produtor detentor regular do selo “Combustível Social”, fabricado a partir de mamona ou fruto, caroço ou amêndoa de palma produzidos nas regiões norte e nordeste e no semiárido, por agricultor familiar enquadrado no Programa Nacional de Fortalecimento da Agricultura Familiar (Pronaf)","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17517","17517","Intraorçamentário - Transporte internacional de cargas efetuado por empresas nacionais","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17518","17518","Intraorçamentário - Estaleiros navais brasileiros nas atividades de construção, conservação, modernização, conversão e reparo de embarcações pré-registradas ou registradas no REB","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17519","17519","Intraorçamentário - Produtos de perfumaria, de toucador e de higiene pessoal a que se refere o § 1º do art. 22 da Instrução Normativa RFB nº 1.234, de 2012, adquiridos de distribuidores e de comerciantes varejistas","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17520","17520","Intraorçamentário - Produtos a que se refere o § 2º do art. 22 da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17521","17521","Intraorçamentário - Produtos de que tratam as alíneas “c” a “k” do inciso I do art. 5º da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17522","17522","Intraorçamentário - Outros produtos ou serviços beneficiados com isenção, não incidência ou Alíquotas zero da Cofins e da Contribuição para o PIS/Pasep, observado o disposto no § 5º do art. 2º da Instrução Normativa RFB nº 1.234, de 2012","IR, CSLL, AGREGADO","2025-08-01",""
"nature_income_17523","17523","Intraorçamentário - Passagens aéreas, rodoviárias e demais serviços de transporte de passageiros, inclusive, tarifa de embarque, exceto transporte internacional de passageiros, efetuado por empresas nacionais","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17524","17524","Intraorçamentário - Transporte internacional de passageiros efetuado por empresas nacionais","IR, CSLL, AGREGADO","2025-08-01",""
"nature_income_17525","17525","Intraorçamentário - Serviços prestados por associações profissionais ou assemelhadas e cooperativas","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17526","17526","Intraorçamentário - Serviços prestados por bancos comerciais, bancos de investimento, bancos de desenvolvimento, caixas econômicas, sociedades de crédito, financiamento e investimento, sociedades de crédito imobiliário, e câmbio, distribuidoras de títulos e valores mobiliários, empresas de arrendamento mercantil, cooperativas de crédito, empresas de seguros privados e de capitalização e entidades abertas de previdência complementar.","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17527","17527","Intraorçamentário - Seguro Saúde","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17528","17528","Intraorçamentário - Serviços de abastecimento de água","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17529","17529","Intraorçamentário - Telefone","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17530","17530","Intraorçamentário - Correio e telégrafos","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17531","17531","Intraorçamentário - Vigilância","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17532","17532","Intraorçamentário - Limpeza","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17533","17533","Intraorçamentário - Locação de mão de obra","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17534","17534","Intraorçamentário - Intermediação de negócios","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17535","17535","Intraorçamentário - Administração, locação ou cessão de bens imóveis, móveis e direitos de qualquer natureza","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17536","17536","Intraorçamentário - Factoring","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17537","17537","Intraorçamentário - Plano de saúde humano, veterinário ou odontológico com valores fixos por servidor, por empregado ou por animal","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17538","17538","Intraorçamentário - Pagamento efetuado a sociedade cooperativa pelo fornecimento de bens, conforme art. 24, da IN 1234/12.","CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17540","17540","Intraorçamentário - Serviços prestados por associações profissionais ou assemelhadas e cooperativas que envolver parcela de serviços fornecidos por terceiros não cooperados ou não associados, contratados ou conveniados, para cumprimento de contratos – Serviços prestados com emprego de materiais, inclusive o de que trata a alínea “C” do Inciso II do art. 27 da IN 1.1234.","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17541","17541","Intraorçamentário - Serviços prestados por associações profissionais ou assemelhadas e cooperativas que envolver parcela de serviços fornecidos por terceiros não cooperados ou não associados, contratados ou conveniados, para cumprimento de contratos - Demais serviços","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17542","17542","Intraorçamentário - Pagamentos efetuados às associações e às cooperativas de médicos e de odontólogos, relativamente às importâncias recebidas a título de comissão, taxa de administração ou de adesão ao plano","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17543","17543","Intraorçamentário - Pagamento efetuado a sociedade cooperativa de produção, em relação aos atos decorrentes da comercialização ou de industrialização, pelas cooperativas agropecuárias e de pesca, de produtos adquiridos de não associados, agricultores, pecuaristas ou pescadores, para completar lotes destinados ao cumprimento de contratos ou para suprir capacidade ociosa de suas instalações industriais, conforme § 1º do art. 25, da IN 1234/12.","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17544","17544","Intraorçamentário - Pagamento referente a aluguel de imóvel quando efetuado à entidade aberta de previdência complementar sem fins lucrativos, de que trata o art 34, § 2º da IN 1.234/2012.","CSLL, COFINS, PP","2025-08-01",""
"nature_income_17545","17545","Intraorçamentário - Serviços prestados por cooperativas de radiotaxi, bem como àquelas cujos cooperados se dediquem a serviços relacionados a atividades culturais e demais cooperativas de serviços, conforme art. 5º–A, da IN RFB 1.234/2012.","IR, CSLL","2025-08-01",""
"nature_income_17546","17546","Intraorçamentário - Pagamento efetuado na aquisição de bem imóvel, quando o vendedor for pessoa jurídica que exerce a atividade de compra e venda de imóveis, ou quando se tratar de imóveis adquiridos de entidades abertas de previdência complementar com fins lucrativos, conforme art. 23, inc I, da IN RFB 1234/2012.","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17547","17547","Intraorçamentário - Pagamento efetuado na aquisição de bem imóvel adquirido pertencente ao ativo não circulante da empresa vendedora, conforme art. 23, inc II da IN RFB 1234/2012.","","2025-08-01",""
"nature_income_17548","17548","Intraorçamentário - Pagamento efetuado na aquisição de bem imóvel adquirido de entidade aberta de previdência complementar sem fins lucrativos, conforme art. 23, inc III, da IN RFB 1234/2012.","CSLL, COFINS, PP","2025-08-01",""
"nature_income_17549","17549","Intraorçamentário - Propaganda e Publicidade, em desconformidade ao art 16 da IN RFB 1234/2012, referente ao § 4º do citado artigo.","IR, CSLL, COFINS, PP","2025-08-01",""
"nature_income_17550","17550","Intraorçamentário - Propaganda e Publicidade, em conformidade ao art 16 da IN RFB 1234/2012, referente ao § 4º do citado artigo.","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_17599","17599","Intraorçamentário - Demais serviços","IR, CSLL, COFINS, PP, AGREGADO","2025-08-01",""
"nature_income_18001","18001","Fornecimento de bens, nos termos do art. 33 da Lei nº 10.833, de 2003","CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_18002","18002","Prestação de serviços em geral, nos termos do art. 33 da Lei nº 10.833, de 2003","CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_18003","18003","Transporte internacional de cargas ou de passageiros efetuados por empresas nacionais, aos estaleiros navais brasileiros e na aquisição de produtos isentos ou com Alíquota zero da Cofins e Ips/Pasep, conforme art. 4º, da IN SRF nº 475 de 2004.","CSLL","2023-09-01",""
"nature_income_18004","18004","Pagamentos efetuados às cooperativas, em relação aos atos cooperativos, conforme art. 5º, da IN SRF nº 475 de 2004.","COFINS, PP","2023-09-01",""
"nature_income_18005","18005","Aquisição de imóvel pertencente a ativo permanente da empresa vendedora, conforme art. 19, II, da IN SRF nº 475 de 2004.","CSLL","2023-09-01",""
"nature_income_18006","18006","Pagamentos efetuados às sociedades cooperativas, pelo fornecimento de bens ou serviços, conforme art. 24, II, da IN SRF nº 475 de 2004.","COFINS, PP","2023-09-01",""
"nature_income_18007","18007","Pagamentos efetuados à sociedade cooperativa de produção, em relação aos atos decorrentes da comercialização ou industrialização de produtos de seus associados, conforme art. 25, da IN SRF nº 475 de 2004.","","2023-09-01",""
"nature_income_18008","18008","Pagamentos efetuados às cooperativas de trabalho, pela prestação de serviços pessoais prestados pelos cooperados, nos termos do art. 26, da IN SRF nº 475 de 2004.","CSLL, COFINS, PP, AGREGADO","2023-09-01",""
"nature_income_19001","19001","Pagamento de remuneração indireta a Beneficiário não identificado","IR","2023-09-01",""
"nature_income_19009","19009","Pagamento a Beneficiário não identificado","IR","2023-09-01",""
"nature_income_20001","20001","Rendimento de Serviços de propaganda e publicidade","IR","2023-09-01",""
"nature_income_20002","20002","Importâncias a título de comissões e corretagens relativas a colocação ou negociação de títulos de renda fixa","IR","2023-09-01",""
"nature_income_20003","20003","Importâncias a título de comissões e corretagens relativas a operações realizadas em Bolsas de Valores e em Bolsas de Mercadorias","IR","2023-09-01",""
"nature_income_20004","20004","Importâncias a título de comissões e corretagens relativas a distribuição de emissão de valores mobiliários, quando a pessoa jurídica atuar como agente da companhia emissora","IR","2023-09-01",""
"nature_income_20005","20005","Importâncias a título de comissões e corretagens relativas a operações de câmbio","IR","2023-09-01",""
"nature_income_20006","20006","Importâncias a título de comissões e corretagens relativas a vendas de passagens, excursões ou viagens","IR","2023-09-01",""
"nature_income_20007","20007","Importâncias a título de comissões e corretagens relativas a administração de cartões de crédito","IR","2023-09-01",""
"nature_income_20008","20008","Importâncias a título de comissões e corretagens relativas a prestação de serviços de distribuição de refeições pelo sistema de refeições-convênio","IR","2023-09-01",""
"nature_income_20009","20009","Importâncias a título de comissões e corretagens relativas a prestação de serviço de administração de convênios","IR","2023-09-01",""
