"id","state_id:id","code","street","street_type","district","city_id:id"
cep_54777041,"br_pe","54777041","Dom Basílio","1ª Travessa","Alberto Maia","city_1500"
cep_54774410,"br_pe","54774410","Carlos de Vasconcelos","Rua","Timbí","city_1500"
cep_54774405,"br_pe","54774405","José Gomes da Silva","Rua","Alberto Maia","city_1500"
cep_54774330,"br_pe","54774330","Elvira Neyear Maia","Rua","Alberto Maia","city_1500"
cep_54774340,"br_pe","54774340","Diomedes Trota","Rua","Alberto Maia","city_1500"
cep_54774420,"br_pe","54774420","Doutor Domingos Sávio Dias Martins","Rua","Timbí","city_1500"
cep_54774450,"br_pe","54774450","Djalma Petit","Rua","Timbí","city_1500"
cep_54774421,"br_pe","54774421","Ulisses Luiz de Freitas","Rua","Timbí","city_1500"
cep_54774425,"br_pe","54774425","Severino Aníbal de Souza","Rua","Alberto Maia","city_1500"
cep_54774430,"br_pe","54774430","Alba Valdez","Rua","Timbí","city_1500"
cep_54774403,"br_pe","54774403","Josué Pereira de Oliveira","Rua","Timbí","city_1500"
cep_54774440,"br_pe","54774440","Camboim","Rua","Alberto Maia","city_1500"
cep_54774414,"br_pe","54774414","Doutor Oswaldo Lima Filho","Praça","Timbí","city_1500"
cep_54774435,"br_pe","54774435","Maria de Souza Araújo","Rua","Timbí","city_1500"
cep_54774438,"br_pe","54774438","Idalina Carneiro de Albuquerque","Rua","Timbí","city_1500"
cep_54774415,"br_pe","54774415","João Bezerra da Silva","Rua","Alberto Maia","city_1500"
cep_54786520,"br_pe","54786520","das Pitombeiras","Rua","Aldeia","city_1500"
cep_54789170,"br_pe","54789170","Humberto de Campos","Rua","Aldeia","city_1500"
cep_54789130,"br_pe","54789130","Garcia Redondo","Rua","Aldeia","city_1500"
cep_54789135,"br_pe","54789135","Irmão Venâncio do Timbí","Rua","Aldeia","city_1500"
cep_54774660,"br_pe","54774660","das Rosas","Rua","Alberto Maia","city_1500"
cep_54774240,"br_pe","54774240","Natividade","Rua","Alberto Maia","city_1500"
cep_54789140,"br_pe","54789140","João Carlos M. Pessoa","Rua","Aldeia","city_1500"
cep_54789145,"br_pe","54789145","Cirilo Ramos","Rua","Aldeia","city_1500"
cep_54789150,"br_pe","54789150","Hélio Lobo","Rua","Aldeia","city_1500"
cep_54774360,"br_pe","54774360","Dionízio Lopenze","Rua","Alberto Maia","city_1500"
cep_54789160,"br_pe","54789160","Barão Homem de Melo","Rua","Aldeia","city_1500"
cep_54774400,"br_pe","54774400","Aníbal Falcão","Rua","Timbí","city_1500"
cep_54789115,"br_pe","54789115","Floriano Peixoto","Rua","Aldeia","city_1500"
cep_54774135,"br_pe","54774135","Raimundo Trindade","Rua","Alberto Maia","city_1500"
cep_54774370,"br_pe","54774370","Professor Carlos Gomes Carneiro","Avenida","Alberto Maia","city_1500"
cep_54774380,"br_pe","54774380","Lauro Vieira Braga","Rua","Alberto Maia","city_1500"
cep_54774390,"br_pe","54774390","Marcos do Nascimento","Rua","Timbí","city_1500"
cep_54789120,"br_pe","54789120","Guimarães Pessoa","Rua","Aldeia","city_1500"
cep_54774392,"br_pe","54774392","Felipe Cardoso","Rua","Timbí","city_1500"
cep_54774395,"br_pe","54774395","Ademar de Barros","Avenida","Timbí","city_1500"
cep_54789155,"br_pe","54789155","Moçambique","Rua","Aldeia","city_1500"
cep_54774630,"br_pe","54774630","Renata Medeiros","Rua","Alberto Maia","city_1500"
cep_54777000,"br_pe","54777000","Esplanada","Rua","Alberto Maia","city_1500"
cep_54774670,"br_pe","54774670","Saly Fernandes da Silva","Rua","Alberto Maia","city_1500"
cep_54774675,"br_pe","54774675","dos Comodoros","Rua","Alberto Maia","city_1500"
cep_54774680,"br_pe","54774680","do Ouvidor","Rua","Alberto Maia","city_1500"
cep_54774690,"br_pe","54774690","Paula Maris","Rua","Alberto Maia","city_1500"
cep_54774700,"br_pe","54774700","Paulo Bezerra","Rua","Alberto Maia","city_1500"
cep_54774710,"br_pe","54774710","Nova Friburgo","Rua","Alberto Maia","city_1500"
cep_54774720,"br_pe","54774720","do Rosário","Rua","Alberto Maia","city_1500"
cep_54774220,"br_pe","54774220","Coronel Joaquim Ribeiro","Rua","Alberto Maia","city_1500"
cep_54774725,"br_pe","54774725","do Roteiro","Rua","Alberto Maia","city_1500"
cep_54774320,"br_pe","54774320","Castilho","Rua","Alberto Maia","city_1500"
cep_54777005,"br_pe","54777005","Maria Assunção da Cunha","Rua","Alberto Maia","city_1500"
cep_54777010,"br_pe","54777010","Goiás","Rua","Alberto Maia","city_1500"
cep_54777015,"br_pe","54777015","Maurício Vaistman","Rua","Alberto Maia","city_1500"
cep_54777020,"br_pe","54777020","Marechal Deodoro da Fonseca","Rua","Alberto Maia","city_1500"
cep_54789175,"br_pe","54789175","Nova Zelândia","Rua","Aldeia","city_1500"
cep_54786540,"br_pe","54786540","do Mandacaru","Rua","Aldeia","city_1500"
cep_54777025,"br_pe","54777025","Nelson Martins","Rua","Alberto Maia","city_1500"
cep_54777035,"br_pe","54777035","Nilópolis","Rua","Alberto Maia","city_1500"
cep_54774640,"br_pe","54774640","Terezinha Medeiros","Rua","Alberto Maia","city_1500"
cep_54774230,"br_pe","54774230","Itaperuna","Rua","Alberto Maia","city_1500"
cep_54774145,"br_pe","54774145","Leopoldina","Rua","Alberto Maia","city_1500"
cep_54774150,"br_pe","54774150","Lázaro Amorim","Rua","Alberto Maia","city_1500"
cep_54774160,"br_pe","54774160","Barra Mansa","Rua","Alberto Maia","city_1500"
cep_54774170,"br_pe","54774170","Barra do Piraí","Rua","Alberto Maia","city_1500"
cep_54774180,"br_pe","54774180","Mangaratiba","Rua","Alberto Maia","city_1500"
cep_54774190,"br_pe","54774190","Professor José Cândido Pessoa","Rua","Alberto Maia","city_1500"
cep_54774200,"br_pe","54774200","Andrade Bezerra","Rua","Alberto Maia","city_1500"
cep_54774210,"br_pe","54774210","Carlos Pena","Rua","Alberto Maia","city_1500"
cep_54774455,"br_pe","54774455","Paulo de Araújo Lima","Avenida","Timbí","city_1500"
cep_54777040,"br_pe","54777040","Dom Basílio","Rua","Alberto Maia","city_1500"
