"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id"
cep_54777041,"l10n_br_base.br_pe","54777041","Dom Basílio","1ª Travessa","Alberto Maia","l10n_br_base.city_1500"
cep_54774410,"l10n_br_base.br_pe","54774410","Carlos de Vasconcelos","Rua","Timbí","l10n_br_base.city_1500"
cep_54774405,"l10n_br_base.br_pe","54774405","José Gomes da Silva","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774330,"l10n_br_base.br_pe","54774330","Elvira Neyear Maia","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774340,"l10n_br_base.br_pe","54774340","Diomedes Trota","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774420,"l10n_br_base.br_pe","54774420","Doutor Domingos Sávio Dias Martins","Rua","Timbí","l10n_br_base.city_1500"
cep_54774450,"l10n_br_base.br_pe","54774450","Djalma Petit","Rua","Timbí","l10n_br_base.city_1500"
cep_54774421,"l10n_br_base.br_pe","54774421","Ulisses Luiz de Freitas","Rua","Timbí","l10n_br_base.city_1500"
cep_54774425,"l10n_br_base.br_pe","54774425","Severino Aníbal de Souza","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774430,"l10n_br_base.br_pe","54774430","Alba Valdez","Rua","Timbí","l10n_br_base.city_1500"
cep_54774403,"l10n_br_base.br_pe","54774403","Josué Pereira de Oliveira","Rua","Timbí","l10n_br_base.city_1500"
cep_54774440,"l10n_br_base.br_pe","54774440","Camboim","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774414,"l10n_br_base.br_pe","54774414","Doutor Oswaldo Lima Filho","Praça","Timbí","l10n_br_base.city_1500"
cep_54774435,"l10n_br_base.br_pe","54774435","Maria de Souza Araújo","Rua","Timbí","l10n_br_base.city_1500"
cep_54774438,"l10n_br_base.br_pe","54774438","Idalina Carneiro de Albuquerque","Rua","Timbí","l10n_br_base.city_1500"
cep_54774415,"l10n_br_base.br_pe","54774415","João Bezerra da Silva","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54786520,"l10n_br_base.br_pe","54786520","das Pitombeiras","Rua","Aldeia","l10n_br_base.city_1500"
cep_54789170,"l10n_br_base.br_pe","54789170","Humberto de Campos","Rua","Aldeia","l10n_br_base.city_1500"
cep_54789130,"l10n_br_base.br_pe","54789130","Garcia Redondo","Rua","Aldeia","l10n_br_base.city_1500"
cep_54789135,"l10n_br_base.br_pe","54789135","Irmão Venâncio do Timbí","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774660,"l10n_br_base.br_pe","54774660","das Rosas","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774240,"l10n_br_base.br_pe","54774240","Natividade","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54789140,"l10n_br_base.br_pe","54789140","João Carlos M. Pessoa","Rua","Aldeia","l10n_br_base.city_1500"
cep_54789145,"l10n_br_base.br_pe","54789145","Cirilo Ramos","Rua","Aldeia","l10n_br_base.city_1500"
cep_54789150,"l10n_br_base.br_pe","54789150","Hélio Lobo","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774360,"l10n_br_base.br_pe","54774360","Dionízio Lopenze","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54789160,"l10n_br_base.br_pe","54789160","Barão Homem de Melo","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774400,"l10n_br_base.br_pe","54774400","Aníbal Falcão","Rua","Timbí","l10n_br_base.city_1500"
cep_54789115,"l10n_br_base.br_pe","54789115","Floriano Peixoto","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774135,"l10n_br_base.br_pe","54774135","Raimundo Trindade","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774370,"l10n_br_base.br_pe","54774370","Professor Carlos Gomes Carneiro","Avenida","Alberto Maia","l10n_br_base.city_1500"
cep_54774380,"l10n_br_base.br_pe","54774380","Lauro Vieira Braga","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774390,"l10n_br_base.br_pe","54774390","Marcos do Nascimento","Rua","Timbí","l10n_br_base.city_1500"
cep_54789120,"l10n_br_base.br_pe","54789120","Guimarães Pessoa","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774392,"l10n_br_base.br_pe","54774392","Felipe Cardoso","Rua","Timbí","l10n_br_base.city_1500"
cep_54774395,"l10n_br_base.br_pe","54774395","Ademar de Barros","Avenida","Timbí","l10n_br_base.city_1500"
cep_54789155,"l10n_br_base.br_pe","54789155","Moçambique","Rua","Aldeia","l10n_br_base.city_1500"
cep_54774630,"l10n_br_base.br_pe","54774630","Renata Medeiros","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54777000,"l10n_br_base.br_pe","54777000","Esplanada","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774670,"l10n_br_base.br_pe","54774670","Saly Fernandes da Silva","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774675,"l10n_br_base.br_pe","54774675","dos Comodoros","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774680,"l10n_br_base.br_pe","54774680","do Ouvidor","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774690,"l10n_br_base.br_pe","54774690","Paula Maris","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774700,"l10n_br_base.br_pe","54774700","Paulo Bezerra","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774710,"l10n_br_base.br_pe","54774710","Nova Friburgo","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774720,"l10n_br_base.br_pe","54774720","do Rosário","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774220,"l10n_br_base.br_pe","54774220","Coronel Joaquim Ribeiro","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774725,"l10n_br_base.br_pe","54774725","do Roteiro","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54774320,"l10n_br_base.br_pe","54774320","Castilho","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54777005,"l10n_br_base.br_pe","54777005","Maria Assunção da Cunha","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54777010,"l10n_br_base.br_pe","54777010","Goiás","Rua","Alberto Maia","l10n_br_base.city_1500"
cep_54777015,"l10n_br_base.br_pe","54777015","Maurício Vaistman","Rua","Alberto Maia","l10n_br_base.city_1500"
