"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id","country_id:id"
"cep_64062320","l10n_br_base.br_pi","64062320","Beatriz Paz Genuíno","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64062330","l10n_br_base.br_pi","64062330","Doutor Carlos Maia","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64062340","l10n_br_base.br_pi","64062340","Edmar Motta Bona","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64062350","l10n_br_base.br_pi","64062350","Guaracy Farias e Silva","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64062140","l10n_br_base.br_pi","64062140","Luís Lopes Sobrinho","Rua","Porto do Centro","l10n_br_base.city_881","base.br"
"cep_64062240","l10n_br_base.br_pi","64062240","Professora Pequena Rubim","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64077120","l10n_br_base.br_pi","64077120","Dirceu Arcoverde I","Quadra","Itararé","l10n_br_base.city_881","base.br"
"cep_64062370","l10n_br_base.br_pi","64062370","Engenheiro José Costa Filho","Rua","Morros","l10n_br_base.city_881","base.br"
"cep_64077530","l10n_br_base.br_pi","64077530","Antônio Neves de Melo","Rua","Parque Ideal","l10n_br_base.city_881","base.br"
"cep_64076610","l10n_br_base.br_pi","64076610","Professor Maurício Silveira","Rua","São Raimundo","l10n_br_base.city_881","base.br"
"cep_64076410","l10n_br_base.br_pi","64076410","Meta","Rua","Extrema","l10n_br_base.city_881","base.br"
"cep_64077655","l10n_br_base.br_pi","64077655","Cerâmica Fortes","Loteamento","Itararé","l10n_br_base.city_881","base.br"
"cep_64077210","l10n_br_base.br_pi","64077210","Dirceu Arcoverde I","Quadra","Itararé","l10n_br_base.city_881","base.br"
"cep_64077450","l10n_br_base.br_pi","64077450","José Francisco de Almeida Neto","Avenida","Itararé","l10n_br_base.city_881","base.br"
"cep_64077460","l10n_br_base.br_pi","64077460","Poeta Manoel Rosa de Oliveira","Rua","Itararé","l10n_br_base.city_881","base.br"
"cep_64077470","l10n_br_base.br_pi","64077470","Francisco de Sales Gomes","Rua","Itararé","l10n_br_base.city_881","base.br"
"cep_64067000","l10n_br_base.br_pi","64067000","do Avião","Vila","Pedra Mole","l10n_br_base.city_881","base.br"
"cep_64077500","l10n_br_base.br_pi","64077500","Boa Esperança","Conjunto","Itararé","l10n_br_base.city_881","base.br"
"cep_64076510","l10n_br_base.br_pi","64076510","Tancredo Neves","Conjunto","Tancredo Neves","l10n_br_base.city_881","base.br"
"cep_64077550","l10n_br_base.br_pi","64077550","Francisco de Sousa Martins","Rua","Itararé","l10n_br_base.city_881","base.br"
"cep_64077555","l10n_br_base.br_pi","64077555","Coronel Adail Jales de Carvalho","Avenida","Itararé","l10n_br_base.city_881","base.br"
"cep_64077430","l10n_br_base.br_pi","64077430","João Carneiro da Silva","Rua","Itararé","l10n_br_base.city_881","base.br"
"cep_64082510","l10n_br_base.br_pi","64082510","Doutor Francisco Cerqueira Dantas","Rua","Renascença","l10n_br_base.city_881","base.br"
"cep_64078100","l10n_br_base.br_pi","64078100","Dirceu Arcoverde-II","Quadra","Itararé","l10n_br_base.city_881","base.br"
"cep_64077650","l10n_br_base.br_pi","64077650","Foncion Caldas","Rua","Itararé","l10n_br_base.city_881","base.br"
"cep_64077420","l10n_br_base.br_pi","64077420","Dirceu Arcoverde I","Quadra","Itararé","l10n_br_base.city_881","base.br"
