id,name,code,description,legal_ref
tax_110111001,Valores recebidos da administração pública tributados pelo regime de caixa,110111001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_110112001,"Valores recebidos em operações de crédito, relativos a contratos firmados em moeda nacional",110112001,"Classificar nesse código as rubricas contábeis representativas dos valores em operações de crédito, que serão usadas como base para cálculo do valor do IBS e da CBS que será concedido como crédito aos adquirentes, relativos a contratos firmados em moeda nacional. Obs.: As receitas oriundas de operações com títulos de dívida com oferta pública devem ser classificadas em código específicos, por não darem direito a crédito.",LC 214/2025 Art. 194
tax_110112002,"Valores recebidos em operações de crédito, relativos a contratos firmados em moeda estrangeira",110112002,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos em operações de crédito, relativos a contratos firmados em moeda estrangeira.","LC 214/2025 Art. 197, II"
tax_110112003,"Valores recebidos em operações de TVM, relativos a contratos firmados em moeda nacional",110112003,"Classificar nesse código as rubricas contábeis representativas dos valores em operações de TVM, que serão usadas como base para cálculo do valor do IBS e da CBS que será concedido como crédito aos adquirentes, relativos a contratos firmados em moeda nacional. Obs.: As receitas oriundas de operações com títulos de dívida com oferta pública devem ser classificadas em código específicos, por não darem direito a crédito.",LC 214/2025 Art. 195
tax_110112004,"Valores recebidos em operações de TVM, relativos a contratos firmados em moeda estrangeira",110112004,"Classificar nesse código as rubricas contábeis representativas dos valores em operações de TVM, relativos a contratos firmados em moeda estrangeira.","LC 214/2025 Art. 197, II"
tax_110112005,"Valores recebidos em operações de crédito, com recursos do FGTS",110112005,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos em operações de crédito com recursos do FGTS, que serão usadas como base para cálculo do valor do IBS e da CBS que será concedido crédito aos adquirentes.",LC 214/2025 Art. 194
tax_110113001,Títulos de dívida objeto de oferta pública,110113001,Classificar nesse código as rubricas contábeis representativas dos saldos dos títulos de dívida que forem objeto de oferta pública na forma regulamentada pela CVM.,"LC 214/2025 Art. 195, § 1º"
tax_110113002,Títulos de dívida objeto de oferta pública - Fundo de investimento exclusivo,110113002,"Classificar nesse código as rubricas contábeis representativas dos saldos das aplicações em cotas de fundos de investimento exclusivos cuja carteira seja composta por, no mínimo, 95% (noventa e cinco por cento) de títulos de dívida que sejam objeto de oferta pública na forma regulamentada pela CVM.","LC 214/2025 Art. 195, § 2º"
tax_110121001,Valores recebidos da administração pública tributados pelo regime de caixa,110121001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos da administração pública direta, autárquica ou fundacional, cuja tributação se dá no momento do efetivo recebimento.","LC 214/2025 Art. 10, § 2º"
tax_110211101,Taxas de administração fiduciária,110211101,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos relativas a tarifas e comissões vinculadas a operações de securitização, tais como taxas de estruturação, emissão, cessão, entre outras.",LC 214/2025 Art. 185
tax_110211401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110211401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110211402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110211402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110211501,Exportação de serviços,110211501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110211611,Despesas de securitização,110211611,"Classificar nesse código as rubricas contábeis representativas das despesas com securitização, consistindo na emissão, distribuição, custódia, escrituração, registro, preparação e formalização de documentos, administração do patrimônio separado e atuação de agentes fiduciários, de cobrança e de classificação de risco, desde que esses serviços não tenham sido prestados por empregados ou administradores da empresa. Essas despesas devem ser acobertadas por documento fiscal idôneo, emitido pelo prestador do serviço.","LC 214/2025 Art. 193, § 1º, II"
tax_110221101,Faturização - Desconto aplicado - Contratos em moeda nacional,110221101,"Classificar nesse código as rubricas contábeis representativas do valor do desconto aplicado em operações de faturização, em contratos firmados em moeda nacional.","LC 214/2025 Art. 193, § 1º"
tax_110221102,Faturização - Desconto aplicado - Contratos em moeda estrangeira,110221102,"Classificar nesse código as rubricas contábeis representativas do valor do desconto aplicado em operações de faturização, em contratos firmados em moeda estrangeira.","LC 214/2025 Art. 193, § 1º"
tax_110221103,Valor recebido do exterior (não considerado exportação),110221103,"Classificar nesse código as rubricas contábeis representativas dos valores residuais recebidos, que sejam provenientes de residentes no exterior, mas que não sejam consideradas exportação de serviços, sendo, portanto, tributáveis para o IBS/CBS.","LC 214/2025 Art. 232, § 2º"
tax_110221401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110221401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110221402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110221402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110221501,Exportação de serviços,110221501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110221611,Perdas incorridas nos recebimentos de créditos e na concessão de descontos,110221611,"Classificar nesse código as rubricas contábeis representativas das despesas com perdas incorridas no recebimento de créditos e as perdas na cessão destes créditos e na concessão de descontos, desde que sejam realizados a valor de mercado.","LC 214/2025 Art. 193, § 2º"
tax_110222101,Tarifas e comissões,110222101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos relativas a tarifas e comissões vinculadas a operações de faturização.,LC 214/2025 Art. 185
tax_110222401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110222401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110222402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110222402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110222501,Exportação de serviços,110222501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110311101,"Valores da parcela recebida, incluindo tarifas e outros encargos",110311101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas. Incluir nesse código tarifas ou outros encargos cobrados juntamente com a parcela.,"LC 214/2025 Art. 201, I, a, 1"
tax_110311401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110311401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110311402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110311402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110312101,"Valores da parcela recebida, incluindo tarifas e outros encargos",110312101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas. Incluir nesse código tarifas ou outros encargos cobrados juntamente com a parcela.,"LC 214/2025 Art. 201, I, a, 1"
tax_110312401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110312401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110312402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110312402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110312501,Exportação de serviços,110312501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110313101,"Valores da parcela recebida, incluindo tarifas e outros encargos",110313101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas. Incluir nesse código tarifas ou outros encargos cobrados juntamente com a parcela.,"LC 214/2025 Art. 201, I, a, 2"
tax_110313411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110313411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110313412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110313412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110313421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110313421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110313422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110313422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110314101,"Valores da parcela recebida, incluindo tarifas e outros encargos",110314101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas. Incluir nesse código tarifas ou outros encargos cobrados juntamente com a parcela.,"LC 214/2025 Art. 201, I, a, 2"
tax_110314411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110314411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110314412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110314412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110314421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110314421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110314422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110314422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110314501,Exportação de serviços,110314501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110321101,"Valor recebido pela alienação do bem, incluindo tarifas e outros encargos",110321101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos pela alienação do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, b, 1"
tax_110321401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110321401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110321402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110321402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110322101,"Valor recebido pela alienação do bem, incluindo tarifas e outros encargos",110322101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos pela alienação do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, b, 1"
tax_110322401,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110322401,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110322402,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110322402,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110322501,Exportação de serviços,110322501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110323101,"Valor recebido pela alienação do bem, incluindo tarifas e outros encargos",110323101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos pela alienação do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, b, 2"
tax_110323411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110323411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110323412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110323412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110323421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110323421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110323422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110323422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110323801,Despesas de arrendamento em operações realizadas com contribuintes do IBS/CBS,110323801,"Classificar nesse código as rubricas contábeis representativas dos valores das despesas com arrendamento mercantil operacional relativo a bens móveis, oriunda de operações realizadas pessoas físicas ou jurídicas contribuintes do IBS e da CBS do Regime Regular.","LC 214/2025 Art. 201, II, b"
tax_110324101,"Valor recebido pela alienação do bem, incluindo tarifas e outros encargos",110324101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos pela alienação do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, b, 2"
tax_110324411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110324411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110324412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110324412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110324421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110324421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110324422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110324422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110324501,Exportação de serviços,110324501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110324611,Despesas de arrendamento comprovadas com documentos fiscais,110324611,"Classificar nesse código as rubricas contábeis representativas dos valores das despesas com arrendamento mercantil operacional, oriunda de operações realizadas com pessoas físicas ou jurídicas não contribuintes do IBS e da CBS do Regime Regular, comprovadas mediante a emissão de documentos fiscais.","LC 214/2025 Art. 201, II, b"
tax_110324612,Despesas de arrendamento comprovadas com registro contábil,110324612,"Classificar nesse código as rubricas contábeis representativas dos valores das despesas com arrendamento mercantil operacional, oriunda de operações realizadas com pessoas físicas ou jurídicas não contribuintes do IBS e da CBS do Regime Regular, comprovadas mediante registro contábil, como depreciação do bem.","LC 214/2025 Art. 201, II, b"
tax_110324801,Valor dos bens móveis adquiridos para fins de arrendamento,110324801,"Classificar nesse código as rubricas contábeis onde estão registrados os bens móveis adquiridos para fins de arrendamento mercantil operacional, comprovados mediante emissão de documento fiscal.",LC 214/2025 Art. 303
tax_110411101,"Valor da parcela recebida, inclusive tarifas e outros encargos",110411101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas (receita de juros) de arrendamento mercantil financeiro oriundas de clientes que sejam contribuintes do Regime Regular do IBS e da CBS. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, c"
tax_110411411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110411411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110411412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110411412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110411421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110411421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110411422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110411422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110411501,Valores recebidos por atos cooperativos com opção à alíquota zero,110411501,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110411801,Despesa de captação de recursos,110411801,"Classificar nesse código as rubricas contábeis representativas dos valores pagos para captação de recursos. Esse código deve ser utilizado somente por empresas exclusivamente arrendadoras, em relação às receitas obtidas com não contribuintes do IBS e da CBS do Regime Regular. Observações: 1. Ao final de cada competência a empresa deve fazer o cálculo do rateio das despesas de captação, na proporção das receitas tributáveis obtidas com contribuintes e com não contribuintes do IBS e da CBS, nos termos da legislação aplicável. 2. No caso de bancos múltiplos, com carteira de arrendamento, utilizar o código de Despesa de Captação relativo ao serviços de Crédito, Câmbio e TVM, para que seja feito o rateio proporcional a cada atividade.","LC 214/2025 Art. 201, II"
tax_110412101,"Valor da parcela recebida, inclusive tarifas e outros encargos",110412101,Classificar nesse código as rubricas contábeis representativas dos valores das parcelas recebidas (receita de juros) de arrendamento mercantil financeiro oriundas de clientes que não sejam contribuintes do Regime Regular do IBS e da CBS. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor da parcela.,"LC 214/2025 Art. 201, I, c"
tax_110412411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110412411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110412412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110412412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110412421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110412421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110412422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110412422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110412501,Exportação de serviços,110412501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110412502,Valores recebidos por atos cooperativos com opção à alíquota zero,110412502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110421101,"Valor residual recebido, relativo a bens imóveis",110421101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos do valor residual do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor residual.,"LC 214/2025 Art. 201, I, d, 1"
tax_110421102,Valor do bem cobrado junto com a parcela,110421102,Classificar nesse código as rubricas contábeis representativas dos valores recebidos relativos à parte do valor do bem cobrado juntamente com o valor da parcela. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados conjuntamente.,"LC 214/2025 Art. 201, I, d, 1"
tax_110421411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110421411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110421412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110421412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110421421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110421421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110421422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110421422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110421501,Exportação de serviços,110421501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110421502,Valores recebidos por atos cooperativos com opção à alíquota zero,110421502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110422101,"Valor residual recebido, relativo a bens móveis",110422101,Classificar nesse código as rubricas contábeis representativas dos valores recebidos do valor residual do bem. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados juntamente com o valor residual.,"LC 214/2025 Art. 201, I, d, 2"
tax_110422102,Valor do bem cobrado junto com a parcela,110422102,Classificar nesse código as rubricas contábeis representativas dos valores recebidos relativos à parte do valor do bem cobrado juntamente com o valor da parcela. Incluir nesse código o valor cobrado por tarifas e outros encargos considerados acessórios à operação de arrendamento cobrados conjuntamente.,"LC 214/2025 Art. 201, I, d, 1"
tax_110422411,Valores recebidos pela alienação até o limite do valor líquido de aquisição do bem,110422411,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição até o limite do valor líquido de aquisição do bem. Não tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, I"
tax_110422412,Valores recebidos pela alienação que exceder o valor líquido de aquisição do bem,110422412,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição o que exceder o valor líquido de aquisição do bem. Tributável para IBS e CBS.","LC 214/2025 Art. 406, § 2º, II"
tax_110422421,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110422421,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110422422,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110422422,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
tax_110422501,Exportação de serviços,110422501,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam provenientes de residentes no exterior e atendam os requisitos legais para serem consideradas exportação de serviços. Incluir nesse código os valores relativos a tarifas e outros encargos vinculados aos referidos contratos.",LC 214/2025 Art. 232
tax_110422502,Valores recebidos por atos cooperativos com opção à alíquota zero,110422502,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos de cooperados, optantes pelo regime regular do IBS Arts. 271 e 272 e da CBS, pelas cooperativas optantes pelo regime específico previsto no Arts. 271 e 272 da LC 214/2025.",LC 214/2025
tax_110510001,Valores recebidos em função da administração de consórcios,110510001,"Classificar nesse código as rubricas contábeis representativas dos valores recebidos a título de taxa de administração, outros valores cobrados como tarifas ou comissões, bem como os encargos, multa e juros decorrentes dos contratos de grupos de consórcios.","LC 214/2025 Art. 204, caput"
tax_110540001,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Competência,110540001,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 1º"
tax_110540002,Valores tributados pelo PIS/Cofins - Não tributáveis pela CBS - FG Caixa,110540002,"Classificar nesse código as rubricas contábeis representativas valores recebidos, que sejam tributados pelo PIS/COFINS durante o período de transição.","LC 214/2025 Art. 408, § 3º"
