id,code,name
1,010105,"Oficial general da aeronáutica"
2,010110,"Oficial general do exército"
3,010115,"Oficial general da marinha"
4,010205,"Oficial da aeronáutica"
5,010210,"Oficial do exército"
6,010215,"Oficial da marinha"
7,010305,"Praça da aeronáutica"
8,010315,"Praça da marinha"
9,010310,"Praça do exército"
10,020105,"Coronel da polícia militar"
11,020115,"Major da polícia militar"
12,020110,"Tenente-coronel da polícia militar"
13,020205,"Capitão da polícia militar"
14,020305,"Primeiro tenente de polícia militar"
15,020310,"Segundo tenente de polícia militar"
16,021110,"Sargento da policia militar"
17,021105,"Subtenente da policia militar"
18,021205,"Cabo da polícia militar"
19,021210,"Soldado da polícia militar"
20,030110,"Major bombeiro militar"
21,030105,"Coronel bombeiro militar"
22,030115,"Tenente-coronel bombeiro militar"
23,030205,"Capitão bombeiro militar"
24,030305,"Tenente do corpo de bombeiros militar"
25,031105,"Subtenente bombeiro militar"
26,031110,"Sargento bombeiro militar"
27,031205,"Cabo bombeiro militar"
28,031210,"Soldado bombeiro militar"
29,111105,"Senador"
30,111120,"Vereador"
31,111115,"Deputado estadual e distrital"
32,111110,"Deputado federal"
33,111255,"Vice-prefeito"
34,111250,"Prefeito"
35,111225,"Membro superior do poder executivo"
36,111245,"Vice-governador do distrito federal"
37,111240,"Vice-governador de estado"
38,111205,"Presidente da república"
39,111215,"Ministro de estado"
40,111220,"Secretário - executivo"
41,111210,"Vice-presidente da república"
42,111235,"Governador do distrito federal"
43,111230,"Governador de estado"
44,111330,"Juiz federal"
45,111335,"Juiz auditor federal - justiça militar"
46,111340,"Juiz auditor estadual - justiça militar"
47,111345,"Juiz do trabalho"
48,111320,"Ministro do  superior tribunal do trabalho"
49,111325,"Juiz de direito"
50,111315,"Ministro do  superior tribunal militar"
51,111310,"Ministro do superior tribunal de justiça"
52,111305,"Ministro do supremo tribunal federal"
53,111415,"Dirigente do serviço público municipal"
54,111410,"Dirigente do serviço público estadual e distrital"
55,111405,"Dirigente do serviço público federal"
56,111505,"Especialista de políticas públicas e gestão governamental - eppgg"
57,111510,"Analista de planejamento e orçamento - apo"
58,113010,"Líder de comunidade caiçara"
59,113015,"Membro de liderança quilombola"
60,113005,"Cacique"
61,114105,"Dirigente de partido político"
62,114210,"Dirigentes de entidades patronais"
63,114205,"Dirigentes de entidades de trabalhadores"
64,114305,"Dirigente e administrador de organização religiosa"
65,114405,"Dirigente e administrador de organização da sociedade civil sem fins lucrativos"
66,121005,"Diretor de planejamento estratégico"
67,121010,"Diretor geral de empresa e organizações (exceto de interesse público)"
68,122105,"Diretor de produção e operações em empresa agropecuária"
69,122110,"Diretor de produção e operações em empresa aqüícola"
70,122115,"Diretor de produção e operações em empresa florestal"
71,122120,"Diretor de produção e operações em empresa pesqueira"
72,122205,"Diretor de produção e operações da indústria de transformação"
73,122305,"Diretor de operações de obras pública e civil"
74,122405,"Diretor de operações comerciais (comércio atacadista e varejista)"
75,122505,"Diretor de  produção e operações de alimentação"
76,122510,"Diretor de  produção e operações de hotel"
77,122520,"Turismólogo"
78,122515,"Diretor de  produção e operações de turismo"
79,122620,"Diretor de operações de serviços de transporte"
80,122615,"Diretor de operações de serviços de telecomunicações"
81,122610,"Diretor de operações de serviços de armazenamento"
82,122605,"Diretor de operações de correios"
83,122715,"Diretor de crédito rural"
84,122745,"Diretor de mercado de capitais"
85,122730,"Diretor de crédito (exceto crédito imobiliário)"
86,122725,"Diretor de compliance"
87,122720,"Diretor de câmbio e comércio exterior"
88,122710,"Diretor de produtos bancários"
89,122705,"Diretor comercial em operações de intermediação financeira"
90,122740,"Diretor de leasing"
91,122735,"Diretor de crédito imobiliário"
92,122755,"Diretor de riscos de mercado"
93,122750,"Diretor de recuperação de créditos em operações de intermediação financeira"
94,123115,"Diretor financeiro"
95,123110,"Diretor administrativo e financeiro"
96,123105,"Diretor administrativo"
97,123205,"Diretor de recursos humanos"
98,123210,"Diretor de relações de trabalho"
99,123310,"Diretor de marketing"
100,123305,"Diretor comercial"
101,123405,"Diretor de suprimentos"
102,123410,"Diretor de suprimentos no serviço público"
103,123605,"Diretor de serviços de informática"
104,123705,"Diretor de pesquisa e desenvolvimento (p&d)"
105,123805,"Diretor de manutenção"
106,131115,"Gerente de serviços culturais"
107,131120,"Gerente de serviços sociais"
108,131105,"Diretor de serviços culturais"
109,131110,"Diretor de serviços sociais"
110,131210,"Gerente de serviços de saúde"
111,131205,"Diretor de serviços de saúde"
112,131215,"Tecnólogo em gestão hospitalar"
113,131320,"Gerente de serviços educacionais da área pública"
114,131315,"Gerente de instituição educacional da área privada"
115,131305,"Diretor de instituição educacional da área privada"
116,131310,"Diretor de instituição educacional pública"
117,141105,"Gerente de produção e operações  aqüícolas"
118,141120,"Gerente de produção e operações pesqueiras"
119,141115,"Gerente de produção e operações agropecuárias"
120,141110,"Gerente de produção e operações  florestais"
121,141205,"Gerente de produção e operações"
122,141305,"Gerente de produção e operações da construção civil e obras públicas"
123,141420,"Gerente de operações de serviços de assistência técnica"
124,141405,"Comerciante atacadista"
125,141410,"Comerciante varejista"
126,141415,"Gerente de loja e supermercado"
127,141515,"Gerente de bar"
128,141510,"Gerente de restaurante"
129,141505,"Gerente de hotel"
130,141525,"Gerente de turismo"
131,141520,"Gerente de pensão"
132,141610,"Gerente de operações de correios e telecomunicações"
133,141605,"Gerente de operações de transportes"
134,141615,"Gerente de logística (armazenagem e distribuição)"
135,141735,"Gerente de recuperação de crédito"
136,141730,"Gerente de crédito rural"
137,141715,"Gerente de câmbio e comércio exterior"
138,141710,"Gerente de agência"
139,141725,"Gerente de crédito imobiliário"
140,141720,"Gerente de crédito e cobrança"
141,141705,"Gerente de produtos bancários"
142,142110,"Gerente de riscos"
143,142105,"Gerente administrativo"
144,142115,"Gerente financeiro"
145,142120,"Tecnólogo em gestão administrativo- financeira"
146,142205,"Gerente de recursos humanos"
147,142210,"Gerente de departamento pessoal"
148,142320,"Gerente de vendas"
149,142315,"Gerente de marketing"
150,142310,"Gerente de comunicação"
151,142305,"Gerente comercial"
152,142415,"Gerente de almoxarifado"
153,142405,"Gerente de compras"
154,142410,"Gerente de suprimentos"
155,142520,"Gerente de projetos de tecnologia da informação"
156,142515,"Gerente de produção de tecnologia da informação"
157,142505,"Gerente de rede"
158,142525,"Gerente de segurança de tecnologia da informação"
159,142530,"Gerente de suporte técnico de tecnologia da informação"
160,142535,"Tecnólogo em gestão da tecnologia da informação"
161,142510,"Gerente de desenvolvimento de sistemas"
162,142610,"Especialista em desenvolvimento de cigarros"
163,142605,"Gerente de pesquisa e desenvolvimento (p&d)"
164,142705,"Gerente de projetos e serviços de manutenção"
165,142710,"Tecnólogo em sistemas biomédicos"
166,201115,"Geneticista"
167,201110,"Biotecnologista"
168,201105,"Bioengenheiro"
169,201215,"Especialista em ensaios metrológicos"
170,201210,"Especialista em calibrações metrológicas"
171,201205,"Pesquisador em metrologia"
172,201220,"Especialista em instrumentação metrológica"
173,201225,"Especialista em materiais de referência metrológica"
