"id","code","name","group_id:id","user_type_id:id","reconcile","chart_template_id:id"
"account_template_501020302","5.01.02.03.02","Encargos Sociais - Previdência Social","account_group_5010203","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020303","5.01.02.03.03","Encargos Sociais - FGTS","account_group_5010203","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020304","5.01.02.03.04","Encargos Sociais - Outros","account_group_5010203","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020305","5.01.02.03.05","Encargos Sociais - Outros","account_group_5010203","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020401","5.01.02.04.01","Assistência Médica, Odontológica e Farmacêutica a Empregados","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020402","5.01.02.04.02","Alimentação do Trabalhador","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020403","5.01.02.04.03","Equipamentos de Segurança","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020404","5.01.02.04.04","Formação Profissional","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020405","5.01.02.04.05","Uniformes e Vestuários","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020406","5.01.02.04.06","Vale Transporte","account_group_5010204","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020501","5.01.02.05.01","Materiais de Consumo","account_group_5010205","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020901","5.01.02.09.01","Aluguéis","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020902","5.01.02.09.02","Despesas com Veículos e de Conservação de Bens e Instalações","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020903","5.01.02.09.03","Água e Esgoto","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020904","5.01.02.09.04","Energia Elétrica","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020905","5.01.02.09.05","Internet","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020906","5.01.02.09.06","Telefone","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501020907","5.01.02.09.07","Despesa com Segurança","account_group_5010209","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030101","5.01.03.01.01","Materiais Aplicados","account_group_5010301","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030201","5.01.03.02.01","Remuneração a Dirigentes e a Conselho de Administração","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030202","5.01.03.02.02","Ordenados, Salários Gratificações e Outras Remunerações a Empregados","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030203","5.01.03.02.03","Planos de Poupança e Investimentos de Empregados","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030204","5.01.03.02.04","Fundo de Aposentadoria Programada Individual de Empregados","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030205","5.01.03.02.05","Plano de Previdência Privada de Empregados","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030206","5.01.03.02.06","Serviços Prestados por Cooperativa de Trabalho","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030207","5.01.03.02.07","Locação de Mão-de-Obra","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030208","5.01.03.02.08","Prestação de Serviço Pessoa Jurídica","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030209","5.01.03.02.09","Férias","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030210","5.01.03.02.10","13º Salário","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030211","5.01.03.02.11","Salário Estagiários","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030212","5.01.03.02.12","Aviso Prévio","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030213","5.01.03.02.13","Rescisões Contratuais","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030214","5.01.03.02.14","Indenizações Trabalhistas","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030215","5.01.03.02.15","Provisão 13º Salário","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030216","5.01.03.02.16","Provisão Férias","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030217","5.01.03.02.17","Provisão FGTS 13º Salário","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030218","5.01.03.02.18","Provisão FGTS Férias","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030219","5.01.03.02.19","Provisão INSS 13º Salário","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030220","5.01.03.02.20","Provisão INSS Férias","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030221","5.01.03.02.21","Outros Gastos com Pessoal","account_group_5010302","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030301","5.01.03.03.01","PIS/Pasep","account_group_5010303","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030302","5.01.03.03.02","Encargos Sociais - Previdência Social","account_group_5010303","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030303","5.01.03.03.03","Encargos Sociais - FGTS","account_group_5010303","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030304","5.01.03.03.04","Encargos Sociais - Outros","account_group_5010303","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030305","5.01.03.03.05","Encargos Sociais - Outros","account_group_5010303","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030401","5.01.03.04.01","Assistência Médica, Odontológica e Farmacêutica a Empregados","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030402","5.01.03.04.02","Alimentação do Trabalhador","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030403","5.01.03.04.03","Equipamentos de Segurança","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030404","5.01.03.04.04","Formação Profissional","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030405","5.01.03.04.05","Uniformes e Vestuários","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030406","5.01.03.04.06","Vale Transporte","account_group_5010304","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030501","5.01.03.05.01","Materiais de Consumo","account_group_5010305","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030901","5.01.03.09.01","Aluguéis","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030902","5.01.03.09.02","Despesas com Veículos e de Conservação de Bens e Instalações","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030903","5.01.03.09.03","Água e Esgoto","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030904","5.01.03.09.04","Energia Elétrica","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030905","5.01.03.09.05","Internet","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030906","5.01.03.09.06","Telefone","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501030907","5.01.03.09.07","Despesa com Segurança","account_group_5010309","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040101","5.01.04.01.01","( - ) ICMS","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040102","5.01.04.01.02","( - ) IPI","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040103","5.01.04.01.03","( - ) PIS/PASEP","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040104","5.01.04.01.04","( - ) COFINS","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040105","5.01.04.01.05","( - ) ISS","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_501040199","5.01.04.01.99","( - ) Demais Impostos e Contribuições Incidentes sobre Compras de Mercadorias","account_group_5010401","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_502010101","5.02.01.01.01","Custo das Mercadorias Revendidas","account_group_5020101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_503010101","5.03.01.01.01","Variação do Custo Médio","account_group_5030101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_503010102","5.03.01.01.02","Variação do Custo Standard","account_group_5030101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_503010103","5.03.01.01.03","Ajuste de Inventário","account_group_5030101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_503010104","5.03.01.01.04","Reavaliação de Custo do Estoque","account_group_5030101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_503010199","5.03.01.01.99","Outros Custos","account_group_5030101","l10n_br_coa.data_account_type_cost","false","l10n_br_coa_complete_template"
"account_template_601010101","6.01.01.01.01","Transferência de Impostos Gerados pelas Filiais","account_group_6010101","l10n_br_coa.data_account_type_apuracao","false","l10n_br_coa_complete_template"
"account_template_601020101","6.01.02.01.01","Transferência de Contas a Pagar Gerados pelas Filiais","account_group_6010201","l10n_br_coa.data_account_type_apuracao","false","l10n_br_coa_complete_template"
"account_template_601030101","6.01.03.01.01","Transferência de Contas a Receber Gerados pelas Filiais","account_group_6010301","l10n_br_coa.data_account_type_apuracao","false","l10n_br_coa_complete_template"
"account_template_602010101","6.02.01.01.01","Saldos Iniciais","account_group_6020101","l10n_br_coa.data_account_type_apuracao","false","l10n_br_coa_complete_template"
"account_template_602020101","6.02.02.01.01","Resultado Final de Exercício","account_group_6020201","l10n_br_coa.data_account_type_apuracao","false","l10n_br_coa_complete_template"
