"id","state_id:id","code","street","street_type","district","l10n_br_city_id:id"
cep_65086090,"l10n_br_base.br_ma","65086090","do Correio","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65086100,"l10n_br_base.br_ma","65086100","da Rua Três","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65086110,"l10n_br_base.br_ma","65086110","Vitória","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65086120,"l10n_br_base.br_ma","65086120","Ceit/Deit","Quadra","Anjo da Guarda","l10n_br_base.city_635"
cep_65086140,"l10n_br_base.br_ma","65086140","Vila Bonsucesso","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65086150,"l10n_br_base.br_ma","65086150","do Japão","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65085460,"l10n_br_base.br_ma","65085460","João Castelo","2ª Travessa","São Raimundo","l10n_br_base.city_635"
cep_65086170,"l10n_br_base.br_ma","65086170","Quatorze","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65086010,"l10n_br_base.br_ma","65086010","Quatro","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085510,"l10n_br_base.br_ma","65085510","da Mangueira","Rua","Itaqui","l10n_br_base.city_635"
cep_65085330,"l10n_br_base.br_ma","65085330","da Glória","Rua","Itaqui","l10n_br_base.city_635"
cep_65085340,"l10n_br_base.br_ma","65085340","do Havaí","Rua","Itaqui","l10n_br_base.city_635"
cep_65085360,"l10n_br_base.br_ma","65085360","da Hungria","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085370,"l10n_br_base.br_ma","65085370","do Itaqui","Porto","Itaqui","l10n_br_base.city_635"
cep_65085380,"l10n_br_base.br_ma","65085380","do Itaqui","Retorno","Itaqui","l10n_br_base.city_635"
cep_65085390,"l10n_br_base.br_ma","65085390","do Itaqui","Estrada","Itaqui","l10n_br_base.city_635"
cep_65085400,"l10n_br_base.br_ma","65085400","do Japão","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085410,"l10n_br_base.br_ma","65085410","do Jenipapeiro","Avenida","Anjo da Guarda","l10n_br_base.city_635"
cep_65085420,"l10n_br_base.br_ma","65085420","João Castelo","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65057290,"l10n_br_base.br_ma","65057290","Portugueses","Rua","João de Deus","l10n_br_base.city_635"
cep_65086160,"l10n_br_base.br_ma","65086160","Vinte e Nove","Travessa","Anjo da Guarda","l10n_br_base.city_635"
cep_65057430,"l10n_br_base.br_ma","65057430","São Pedro","Rua","João de Deus","l10n_br_base.city_635"
cep_65077335,"l10n_br_base.br_ma","65077335","Ponta do Farol","Condomínio","Ponta D'Areia","l10n_br_base.city_635"
cep_65057480,"l10n_br_base.br_ma","65057480","Treze de Maio","Rua","João de Deus","l10n_br_base.city_635"
cep_65057320,"l10n_br_base.br_ma","65057320","Quinze de Novembro","Rua","João de Deus","l10n_br_base.city_635"
cep_65057190,"l10n_br_base.br_ma","65057190","do Muro","Rua","João de Deus","l10n_br_base.city_635"
cep_65057340,"l10n_br_base.br_ma","65057340","Santa Maria","Rua","João de Deus","l10n_br_base.city_635"
cep_65057350,"l10n_br_base.br_ma","65057350","São Benedito","Rua","João de Deus","l10n_br_base.city_635"
cep_65057360,"l10n_br_base.br_ma","65057360","São Camilo","Rua","João de Deus","l10n_br_base.city_635"
cep_65057370,"l10n_br_base.br_ma","65057370","São João","Rua","João de Deus","l10n_br_base.city_635"
cep_65057380,"l10n_br_base.br_ma","65057380","São Jorge","Rua","João de Deus","l10n_br_base.city_635"
cep_65057390,"l10n_br_base.br_ma","65057390","São José","Rua","João de Deus","l10n_br_base.city_635"
cep_65057400,"l10n_br_base.br_ma","65057400","São Luís Rei de França","Rua","João de Deus","l10n_br_base.city_635"
cep_65056070,"l10n_br_base.br_ma","65056070","Padre Vieira","Travessa","Parque Universitário","l10n_br_base.city_635"
cep_65057420,"l10n_br_base.br_ma","65057420","São Paulo","Rua","João de Deus","l10n_br_base.city_635"
cep_65086020,"l10n_br_base.br_ma","65086020","Cinco","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65057440,"l10n_br_base.br_ma","65057440","São Raimundo","Rua","João de Deus","l10n_br_base.city_635"
cep_65057310,"l10n_br_base.br_ma","65057310","do Progresso","Rua","João de Deus","l10n_br_base.city_635"
cep_65086050,"l10n_br_base.br_ma","65086050","Oito","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085780,"l10n_br_base.br_ma","65085780","Sete de Setembro","Vila","Vila Sete de Setembro","l10n_br_base.city_635"
cep_65085790,"l10n_br_base.br_ma","65085790","Odilo Costa Filho","Avenida","Anjo da Guarda","l10n_br_base.city_635"
cep_65085800,"l10n_br_base.br_ma","65085800","do Mercado","Praça","Anjo da Guarda","l10n_br_base.city_635"
cep_65085810,"l10n_br_base.br_ma","65085810","de 1 A 72","Quadra","Anjo da Guarda","l10n_br_base.city_635"
cep_65085820,"l10n_br_base.br_ma","65085820","São Caetano","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085830,"l10n_br_base.br_ma","65085830","Um","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085840,"l10n_br_base.br_ma","65085840","Dois","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65086000,"l10n_br_base.br_ma","65086000","Três","Rua","Anjo da Guarda","l10n_br_base.city_635"
cep_65085710,"l10n_br_base.br_ma","65085710","Tamancão","Vila","Anjo da Guarda","l10n_br_base.city_635"
cep_65057410,"l10n_br_base.br_ma","65057410","São Marcos","Rua","João de Deus","l10n_br_base.city_635"
